iter	Passed	Remaining
239	6154	250277
240	6179	250211
241	6202	250109
242	6228	250072
243	6252	250015
244	6277	249928
245	6300	249807
246	6325	249776
247	6349	249692
248	6375	249650
249	6398	249542
250	6422	249458
251	6446	249371
252	6474	249418
253	6500	249422
254	6524	249352
255	6547	249224
256	6571	249116
257	6594	248987
258	6619	248964
259	6643	248863
260	6668	248828
261	6692	248744
262	6715	248639
263	6739	248534
264	6765	248526
265	6789	248471
266	6813	248380
267	6837	248280
268	6864	248325
269	6902	248749
270	6932	248870
271	6956	248814
272	6980	248697
273	7003	248615
274	7028	248542
275	7051	248446
276	7076	248397
277	7100	248317
278	7124	248243
279	7147	248123
280	7172	248091
281	7196	248006
282	7220	247914
283	7243	247824
284	7269	247787
285	7295	247784
286	7319	247720
287	7344	247669
288	7369	247625
289	7392	247537
290	7415	247427
291	7439	247342
292	7465	247315
293	7491	247331
294	7519	247365
295	7542	247272
296	7572	247383
297	7599	247414
298	7628	247508
299	7653	247453
300	7677	247378
301	7701	247320
302	7725	247233
303	7748	247138
304	7771	247041
305	7795	246950
306	7820	246909
307	7843	246813
308	7872	246889
309	7896	246832
310	7921	246780
311	7944	246680
312	7968	246614
313	7992	246551
314	8016	246485
315	8040	246418
316	8066	246387
317	8090	246333
318	8114	246252
319	8138	246178
320	8162	246129
321	8186	246049
322	8209	245962
323	8233	245895
324	8258	245858
325	8282	245779
326	8307	245731
327	8330	245652
328	8355	245598
329	8379	245533
330	8402	245460
331	8428	245455
332	8453	245398
333	8479	245411
334	8507	245444
335	8531	245385
336	8555	245321
337	8580	245268
338	8603	245184
339	8628	245139
340	8651	245061
341	8676	245013
342	8699	244916
343	8724	244885
344	8747	244806
345	8771	244743
346	8795	244689
347	8820	244646
348	8843	244564
349	8868	244509
350	8894	244503
351	8921	244534
352	8945	244454
353	8968	244388
354	8993	244341
355	9018	244299
356	9042	244237
357	9066	244179
358	9091	244150
359	9115	244096
360	9138	243996
361	9162	243944
362	9185	243852
363	9208	243769
364	9232	243710
365	9257	243679
366	9280	243605
367	9305	243555
368	9329	243492
369	9353	243431
370	9376	243368
371	9401	243331
372	9426	243294
373	9451	243273
374	9478	243287
375	9502	243223
376	9527	243192
377	9551	243132
378	9575	243077
379	9599	243025
380	9624	242979
381	9648	242935
382	9671	242860
383	9695	242801
384	9720	242763
385	9744	242709
386	9768	242658
387	9792	242597
388	9817	242569
389	9841	242503
390	9866	242475
391	9893	242487
392	9918	242462
393	9942	242393
394	9965	242316
395	9989	242265
396	10013	242224
397	10037	242150
398	10062	242138
399	10087	242107
400	10112	242073
401	10136	242020
402	10160	241949
403	10183	241894
404	10207	241836
405	10231	241780
406	10259	241815
407	10284	241792
408	10308	241733
409	10331	241666
410	10356	241629
411	10383	241650
412	10408	241604
413	10432	241567
414	10459	241565
415	10484	241549
416	10509	241519
417	10535	241510
418	10559	241453
419	10583	241403
420	10607	241361
421	10630	241281
422	10654	241234
423	10677	241158
424	10701	241098
425	10725	241045
426	10750	241009
427	10774	240970
428	10798	240923
429	10822	240861
430	10846	240816
431	10871	240784
432	10897	240779
433	10920	240707
434	10944	240658
435	10967	240588
436	10992	240550
437	11017	240522
438	11041	240466
439	11064	240410
440	11090	240399
441	11115	240358
442	11139	240324
443	11164	240289
444	11188	240230
445	11211	240176
446	11236	240142
447	11259	240074
448	11285	240058
449	11309	240011
450	11333	239971
451	11357	239910
452	11381	239873
453	11405	239808
454	11430	239787
455	11454	239739
456	11480	239729
457	11504	239690
458	11527	239621
459	11552	239585
460	11576	239541
461	11599	239479
462	11623	239419
463	11646	239365
464	11671	239336
465	11694	239269
466	11719	239238
467	11744	239215
468	11768	239162
469	11792	239120
470	11816	239072
471	11841	239047
472	11866	239011
473	11890	238969
474	11927	239180
475	11950	239115
476	11974	239069
477	11998	239019
478	12023	238988
479	12047	238951
480	12073	238932
481	12096	238860
482	12119	238799
483	12143	238759
484	12169	238744
485	12192	238679
486	12216	238633
487	12241	238612
488	12266	238575
489	12289	238521
490	12314	238481
491	12337	238424
492	12361	238370
493	12385	238323
494	12409	238286
495	12433	238246
496	12479	238616
497	12504	238583
498	12527	238531
499	12552	238502
500	12576	238452
501	12600	238403
502	12624	238359
503	12649	238340
504	12675	238319
505	12699	238279
506	12724	238250
507	12748	238212
508	12773	238171
509	12796	238117
510	12824	238148
511	12880	238688
512	12955	239592
513	12996	239847
514	13022	239843
515	13052	239899
516	13076	239859
517	13101	239824
518	13126	239788
519	13151	239763
520	13177	239745
521	13201	239694
522	13226	239671
523	13250	239628
524	13275	239597
525	13300	239564
526	13329	239608
527	13356	239602
528	13381	239568
529	13405	239529
530	13430	239500
531	13458	239522
532	13485	239521
533	13511	239504
534	13538	239517
535	13562	239474
536	13587	239436
537	13612	239410
538	13643	239473
539	13667	239429
540	13692	239399
541	13716	239364
542	13742	239340
543	13767	239306
544	13791	239259
545	13816	239229
546	13841	239196
547	13865	239156
548	13892	239152
549	13921	239195
550	13947	239177
551	13971	239136
552	13996	239104
553	14018	239021
554	14046	239049
555	14071	239007
556	14095	238969
557	14119	238924
558	14142	238860
559	14167	238822
560	14191	238774
561	14215	238726
562	14242	238733
563	14266	238691
564	14291	238651
565	14314	238593
566	14338	238551
567	14362	238491
568	14386	238451
569	14410	238401
570	14432	238332
571	14456	238286
572	14483	238278
573	14507	238242
574	14532	238208
575	14557	238171
576	14580	238121
577	14604	238075
578	14628	238020
579	14651	237957
580	14676	237937
581	14698	237857
582	14723	237816
583	14747	237780
584	14771	237735
585	14795	237683
586	14820	237660
587	14844	237606
588	14868	237573
589	14893	237537
590	14918	237509
591	14944	237493
592	14969	237469
593	14992	237409
594	15014	237331
595	15039	237299
596	15064	237268
597	15087	237216
598	15111	237172
599	15135	237123
600	15160	237086
601	15184	237045
602	15209	237018
603	15233	236978
604	15256	236923
605	15281	236881
606	15304	236826
607	15328	236792
608	15352	236746
609	15376	236694
610	15400	236653
611	15423	236589
612	15449	236587
613	15474	236553
614	15498	236508
615	15521	236456
616	15545	236404
617	15568	236353
618	15592	236309
619	15616	236256
620	15640	236221
621	15664	236179
622	15687	236124
623	15710	236063
624	15735	236034
625	15759	235989
626	15784	235956
627	15808	235915
628	15833	235890
629	15856	235833
630	15879	235777
631	15904	235741
632	15929	235714
633	15953	235683
634	15977	235635
635	16000	235577
636	16026	235561
637	16051	235532
638	16075	235497
639	16099	235453
640	16123	235416
641	16147	235371
642	16170	235309
643	16194	235277
644	16218	235236
645	16242	235186
646	16265	235133
647	16289	235096
648	16312	235033
649	16336	234990
650	16361	234963
651	16384	234911
652	16409	234882
653	16434	234861
654	16460	234842
655	16483	234785
656	16506	234733
657	16529	234680
658	16554	234648
659	16577	234591
660	16599	234528
661	16623	234488
662	16646	234436
663	16668	234369
664	16692	234329
665	16717	234292
666	16741	234250
667	16764	234206
668	16789	234180
669	16813	234133
670	16836	234078
671	16861	234048
672	16884	234002
673	16909	233970
674	16934	233952
675	16961	233944
676	16984	233892
677	17009	233862
678	17033	233826
679	17057	233783
680	17081	233745
681	17105	233708
682	17130	233675
683	17153	233634
684	17178	233598
685	17201	233548
686	17240	233708
687	17263	233664
688	17289	233649
689	17312	233597
690	17336	233548
691	17360	233518
692	17385	233487
693	17408	233432
694	17446	233588
695	17470	233547
696	17495	233515
697	17520	233485
698	17544	233444
699	17566	233388
700	17590	233343
701	17614	233309
702	17638	233267
703	17661	233218
704	17685	233178
705	17708	233126
706	17734	233111
707	17757	233057
708	17780	233006
709	17804	232958
710	17827	232913
711	17852	232878
712	17874	232824
713	17899	232790
714	17922	232745
715	17948	232734
716	17972	232692
717	17997	232661
718	18021	232626
719	18044	232570
720	18068	232531
721	18093	232503
722	18116	232458
723	18138	232399
724	18163	232370
725	18186	232313
726	18210	232280
727	18234	232243
728	18258	232206
729	18281	232153
730	18306	232122
731	18328	232064
732	18354	232044
733	18377	231995
734	18400	231949
735	18427	231939
736	18452	231917
737	18477	231897
738	18501	231860
739	18524	231812
740	18548	231769
741	18573	231749
742	18597	231699
743	18620	231657
744	18653	231726
745	18685	231792
746	18711	231771
747	18735	231744
748	18758	231689
749	18784	231676
750	18808	231634
751	18832	231603
752	18855	231551
753	18879	231509
754	18904	231482
755	18927	231440
756	18951	231394
757	18979	231412
758	19004	231383
759	19027	231330
760	19051	231295
761	19076	231272
762	19099	231219
763	19121	231163
764	19145	231119
765	19168	231075
766	19193	231049
767	19217	231014
768	19241	230968
769	19264	230929
770	19287	230878
771	19311	230831
772	19334	230788
773	19358	230748
774	19381	230702
775	19404	230658
776	19430	230635
777	19455	230620
778	19480	230590
779	19505	230568
780	19527	230509
781	19552	230477
782	19576	230445
783	19600	230408
784	19623	230359
785	19647	230322
786	19671	230288
787	19696	230263
788	19718	230204
789	19743	230170
790	19767	230143
791	19791	230105
792	19815	230065
793	19839	230029
794	19861	229971
795	19884	229923
796	19907	229875
797	19930	229823
798	19953	229780
799	19980	229774
800	20005	229753
801	20032	229744
802	20055	229706
803	20079	229667
804	20105	229654
805	20128	229608
806	20151	229559
807	20176	229531
808	20202	229514
809	20224	229463
810	20247	229413
811	20270	229364
812	20292	229309
813	20317	229283
814	20342	229263
815	20367	229231
816	20391	229196
817	20415	229166
818	20441	229154
819	20467	229139
820	20489	229079
821	20513	229042
822	20537	229003
823	20561	228975
824	20585	228931
825	20608	228893
826	20632	228854
827	20655	228807
828	20679	228769
829	20703	228739
830	20730	228728
831	20754	228697
832	20777	228656
833	20801	228620
834	20824	228573
835	20848	228535
836	20872	228496
837	20896	228465
838	20919	228421
839	20945	228402
840	20970	228382
841	20998	228392
842	21022	228351
843	21047	228330
844	21070	228287
845	21094	228245
846	21117	228200
847	21139	228143
848	21163	228114
849	21186	228070
850	21212	228051
851	21236	228014
852	21259	227972
853	21283	227937
854	21308	227915
855	21333	227885
856	21357	227854
857	21381	227817
858	21407	227804
859	21436	227821
860	21461	227798
861	21483	227740
862	21507	227709
863	21528	227646
864	21551	227602
865	21574	227554
866	21599	227526
867	21622	227480
868	21645	227440
869	21668	227399
870	21692	227357
871	21714	227308
872	21737	227258
873	21761	227224
874	21784	227179
875	21808	227143
876	21832	227111
877	21869	227212
878	21899	227241
879	21923	227211
880	21947	227175
881	21974	227168
882	22000	227155
883	22022	227103
884	22046	227071
885	22069	227025
886	22093	226983
887	22117	226952
888	22141	226918
889	22165	226880
890	22187	226834
891	22213	226818
892	22238	226789
893	22261	226745
894	22283	226694
895	22307	226663
896	22332	226635
897	22354	226578
898	22376	226531
899	22400	226495
900	22427	226492
901	22453	226475
902	22476	226437
903	22500	226400
904	22525	226371
905	22549	226340
906	22572	226301
907	22596	226259
908	22620	226226
909	22643	226184
910	22667	226150
911	22690	226104
912	22713	226068
913	22738	226039
914	22764	226023
915	22787	225985
916	22812	225958
917	22837	225938
918	22861	225900
919	22888	225896
920	22913	225875
921	22936	225831
922	22960	225794
923	22988	225801
924	23012	225767
925	23035	225727
926	23060	225701
927	23085	225676
928	23107	225629
929	23131	225596
930	23157	225577
931	23181	225550
932	23206	225524
933	23230	225491
934	23255	225466
935	23277	225415
936	23301	225384
937	23324	225341
938	23348	225305
939	23372	225274
940	23398	225255
941	23425	225252
942	23449	225218
943	23472	225180
944	23497	225155
945	23523	225136
946	23546	225093
947	23570	225059
948	23593	225024
949	23617	224990
950	23638	224924
951	23661	224888
952	23686	224859
953	23710	224830
954	23734	224797
955	23759	224768
956	23782	224725
957	23805	224689
958	23829	224651
959	23852	224607
960	23876	224578
961	23898	224530
962	23923	224499
963	23946	224459
964	23968	224412
965	23999	224437
966	24024	224418
967	24047	224379
968	24072	224353
969	24095	224309
970	24118	224273
971	24140	224222
972	24164	224188
973	24188	224154
974	24212	224124
975	24234	224069
976	24258	224033
977	24283	224010
978	24306	223970
979	24330	223942
980	24353	223900
981	24377	223862
982	24425	224055
983	24451	224035
984	24473	223991
985	24497	223952
986	24521	223925
987	24545	223890
988	24568	223849
989	24593	223826
990	24617	223789
991	24640	223749
992	24663	223712
993	24687	223678
994	24712	223655
995	24737	223629
996	24760	223587
997	24782	223543
998	24807	223515
999	24831	223483
1000	24856	223456
1001	24881	223432
1002	24903	223387
1003	24927	223350
1004	24950	223311
1005	24973	223271
1006	24997	223238
1007	25022	223220
1008	25046	223185
1009	25068	223138
1010	25091	223095
1011	25115	223058
1012	25139	223032
1013	25163	223001
1014	25188	222971
1015	25212	222940
1016	25235	222903
1017	25260	222876
1018	25286	222863
1019	25310	222832
1020	25335	222806
1021	25360	222787
1022	25384	222754
1023	25411	222744
1024	25435	222712
1025	25458	222678
1026	25481	222634
1027	25506	222608
1028	25529	222569
1029	25554	222547
1030	25578	222519
1031	25601	222479
1032	25626	222451
1033	25651	222429
1034	25676	222404
1035	25702	222389
1036	25725	222352
1037	25748	222307
1038	25770	222262
1039	25793	222222
1040	25817	222185
1041	25841	222159
1042	25865	222122
1043	25889	222095
1044	25914	222070
1045	25938	222042
1046	25963	222019
1047	25994	222045
1048	26020	222033
1049	26045	222008
1050	26069	221975
1051	26092	221936
1052	26115	221897
1053	26140	221874
1054	26165	221845
1055	26189	221815
1056	26214	221790
1057	26237	221755
1058	26271	221806
1059	26293	221759
1060	26316	221719
1061	26338	221672
1062	26361	221628
1063	26385	221597
1064	26413	221598
1065	26437	221570
1066	26460	221531
1067	26486	221513
1068	26511	221489
1069	26536	221467
1070	26560	221435
1071	26584	221405
1072	26609	221383
1073	26634	221356
1074	26658	221323
1075	26683	221300
1076	26707	221275
1077	26731	221239
1078	26755	221208
1079	26778	221172
1080	26801	221128
1081	26827	221117
1082	26850	221075
1083	26874	221048
1084	26898	221011
1085	26938	221114
1086	26961	221076
1087	26987	221060
1088	27011	221028
1089	27037	221010
1090	27059	220966
1091	27084	220941
1092	27109	220916
1093	27132	220882
1094	27156	220848
1095	27182	220832
1096	27207	220807
1097	27229	220760
1098	27254	220735
1099	27275	220687
1100	27297	220637
1101	27322	220614
1102	27346	220580
1103	27370	220548
1104	27396	220535
1105	27422	220520
1106	27446	220488
1107	27471	220464
1108	27493	220421
1109	27518	220393
1110	27544	220383
1111	27569	220355
1112	27594	220331
1113	27617	220294
1114	27640	220253
1115	27664	220223
1116	27689	220203
1117	27712	220159
1118	27734	220119
1119	27757	220077
1120	27783	220061
1121	27807	220031
1122	27832	220008
1123	27855	219969
1124	27879	219937
1125	27903	219908
1126	27924	219856
1127	27946	219810
1128	27972	219788
1129	27996	219761
1130	28019	219721
1131	28046	219713
1132	28070	219685
1133	28093	219646
1134	28115	219601
1135	28141	219580
1136	28166	219559
1137	28191	219538
1138	28214	219499
1139	28237	219460
1140	28262	219438
1141	28286	219409
1142	28310	219374
1143	28334	219345
1144	28358	219314
1145	28383	219293
1146	28409	219278
1147	28436	219269
1148	28461	219243
1149	28486	219225
1150	28508	219179
1151	28533	219149
1152	28556	219116
1153	28580	219082
1154	28604	219050
1155	28627	219011
1156	28649	218966
1157	28674	218945
1158	28698	218912
1159	28721	218878
1160	28746	218851
1161	28769	218816
1162	28792	218779
1163	28817	218752
1164	28842	218736
1165	28868	218713
1166	28892	218683
1167	28915	218649
1168	28938	218607
1169	28960	218565
1170	28983	218529
1171	29008	218501
1172	29033	218481
1173	29060	218474
1174	29085	218453
1175	29109	218417
1176	29131	218375
1177	29156	218352
1178	29180	218323
1179	29204	218290
1180	29227	218251
1181	29250	218214
1182	29274	218183
1183	29297	218151
1184	29321	218115
1185	29345	218089
1186	29371	218070
1187	29398	218064
1188	29424	218046
1189	29448	218017
1190	29474	218002
1191	29498	217969
1192	29521	217932
1193	29546	217911
1194	29570	217881
1195	29594	217850
1196	29617	217814
1197	29641	217784
1198	29665	217753
1199	29689	217721
1200	29712	217683
1201	29736	217653
1202	29761	217635
1203	29787	217613
1204	29811	217589
1205	29834	217551
1206	29858	217520
1207	29901	217630
1208	29926	217602
1209	29948	217561
1210	29972	217529
1211	29994	217485
1212	30017	217444
1213	30040	217410
1214	30066	217392
1215	30091	217370
1216	30116	217349
1217	30140	217321
1218	30164	217285
1219	30189	217267
1220	30213	217233
1221	30236	217200
1222	30261	217175
1223	30283	217129
1224	30306	217090
1225	30330	217066
1226	30356	217044
1227	30381	217025
1228	30405	216998
1229	30430	216969
1230	30453	216936
1231	30478	216909
1232	30501	216873
1233	30526	216850
1234	30550	216820
1235	30574	216792
1236	30597	216755
1237	30620	216716
1238	30643	216678
1239	30667	216650
1240	30689	216605
1241	30712	216567
1242	30736	216541
1243	30762	216524
1244	30788	216507
1245	30810	216467
1246	30834	216436
1247	30857	216401
1248	30881	216366
1249	30905	216338
1250	30930	216312
1251	30954	216287
1252	30978	216258
1253	31003	216232
1254	31026	216198
1255	31048	216156
1256	31074	216136
1257	31098	216105
1258	31121	216073
1259	31146	216050
1260	31169	216013
1261	31192	215976
1262	31216	215943
1263	31240	215913
1264	31263	215880
1265	31287	215846
1266	31312	215824
1267	31334	215783
1268	31358	215755
1269	31384	215735
1270	31407	215702
1271	31431	215671
1272	31454	215638
1273	31478	215603
1274	31502	215576
1275	31526	215544
1276	31548	215502
1277	31573	215479
1278	31597	215451
1279	31622	215430
1280	31646	215395
1281	31668	215353
1282	31691	215321
1283	31716	215299
1284	31740	215267
1285	31763	215232
1286	31787	215204
1287	31812	215177
1288	31837	215157
1289	31862	215133
1290	31886	215100
1291	31909	215065
1292	31932	215035
1293	31957	215011
1294	31980	214970
1295	32003	214936
1296	32026	214904
1297	32050	214869
1298	32074	214841
1299	32104	214852
1300	32129	214830
1301	32154	214808
1302	32178	214779
1303	32201	214743
1304	32225	214713
1305	32249	214681
1306	32273	214652
1307	32296	214620
1308	32320	214586
1309	32342	214545
1310	32367	214522
1311	32392	214499
1312	32415	214467
1313	32438	214427
1314	32464	214416
1315	32490	214397
1316	32515	214377
1317	32538	214338
1318	32562	214307
1319	32584	214269
1320	32607	214232
1321	32631	214200
1322	32655	214170
1323	32677	214132
1324	32699	214089
1325	32723	214062
1326	32748	214036
1327	32773	214013
1328	32796	213980
1329	32820	213948
1330	32843	213913
1331	32867	213882
1332	32891	213858
1333	32917	213837
1334	32941	213808
1335	32966	213786
1336	32994	213784
1337	33018	213757
1338	33041	213720
1339	33065	213693
1340	33092	213684
1341	33119	213671
1342	33143	213642
1343	33166	213606
1344	33191	213582
1345	33214	213552
1346	33236	213510
1347	33261	213484
1348	33285	213454
1349	33310	213433
1350	33333	213397
1351	33360	213389
1352	33388	213384
1353	33411	213348
1354	33434	213312
1355	33459	213288
1356	33511	213439
1357	33534	213402
1358	33557	213372
1359	33580	213334
1360	33602	213290
1361	33625	213259
1362	33649	213230
1363	33672	213195
1364	33696	213164
1365	33722	213148
1366	33748	213131
1367	33772	213101
1368	33795	213069
1369	33821	213049
1370	33845	213022
1371	33868	212989
1372	33892	212955
1373	33916	212925
1374	33938	212884
1375	33978	212957
1376	34000	212916
1377	34025	212892
1378	34050	212872
1379	34075	212849
1380	34101	212830
1381	34127	212813
1382	34151	212783
1383	34176	212763
1384	34200	212734
1385	34224	212708
1386	34249	212683
1387	34271	212639
1388	34294	212608
1389	34318	212576
1390	34343	212557
1391	34369	212536
1392	34394	212514
1393	34418	212485
1394	34442	212454
1395	34467	212433
1396	34490	212396
1397	34513	212361
1398	34537	212337
1399	34560	212298
1400	34582	212261
1401	34607	212237
1402	34630	212199
1403	34656	212181
1404	34680	212153
1405	34704	212124
1406	34729	212103
1407	34753	212074
1408	34775	212033
1409	34799	212004
1410	34822	211972
1411	34847	211949
1412	34871	211917
1413	34895	211892
1414	34918	211855
1415	34943	211835
1416	34968	211810
1417	34992	211778
1418	35018	211762
1419	35042	211735
1420	35065	211699
1421	35089	211672
1422	35114	211649
1423	35139	211626
1424	35164	211603
1425	35187	211571
1426	35212	211544
1427	35234	211508
1428	35256	211466
1429	35281	211442
1430	35305	211412
1431	35329	211383
1432	35372	211470
1433	35398	211454
1434	35423	211428
1435	35453	211438
1436	35478	211415
1437	35503	211391
1438	35526	211359
1439	35550	211325
1440	35573	211290
1441	35595	211252
1442	35619	211222
1443	35644	211199
1444	35667	211168
1445	35693	211149
1446	35717	211119
1447	35742	211099
1448	35765	211061
1449	35789	211032
1450	35811	210996
1451	35836	210969
1452	35859	210935
1453	35883	210906
1454	35909	210889
1455	35933	210861
1456	35958	210838
1457	35982	210813
1458	36006	210781
1459	36033	210769
1460	36056	210733
1461	36080	210710
1462	36105	210687
1463	36132	210671
1464	36156	210646
1465	36178	210605
1466	36205	210591
1467	36228	210558
1468	36253	210537
1469	36278	210514
1470	36303	210488
1471	36328	210467
1472	36352	210440
1473	36378	210420
1474	36405	210408
1475	36428	210376
1476	36452	210349
1477	36477	210325
1478	36501	210297
1479	36525	210268
1480	36548	210234
1481	36572	210204
1482	36594	210166
1483	36617	210132
1484	36644	210117
1485	36669	210095
1486	36693	210067
1487	36718	210046
1488	36742	210018
1489	36765	209981
1490	36787	209942
1491	36811	209917
1492	36835	209884
1493	36857	209843
1494	36886	209847
1495	36910	209818
1496	36936	209800
1497	36960	209771
1498	36983	209735
1499	37007	209711
1500	37035	209702
1501	37060	209678
1502	37083	209645
1503	37105	209606
1504	37131	209587
1505	37156	209564
1506	37180	209538
1507	37204	209512
1508	37230	209493
1509	37253	209460
1510	37275	209420
1511	37299	209389
1512	37323	209364
1513	37350	209351
1514	37375	209328
1515	37399	209296
1516	37423	209269
1517	37447	209242
1518	37472	209218
1519	37497	209194
1520	37520	209165
1521	37546	209142
1522	37571	209120
1523	37594	209087
1524	37617	209054
1525	37643	209037
1526	37668	209014
1527	37692	208988
1528	37716	208955
1529	37740	208927
1530	37763	208896
1531	37787	208867
1532	37811	208841
1533	37836	208814
1534	37860	208789
1535	37883	208751
1536	37907	208725
1537	37933	208707
1538	37957	208682
1539	37982	208659
1540	38007	208633
1541	38032	208610
1542	38055	208580
1543	38080	208552
1544	38105	208531
1545	38130	208507
1546	38170	208568
1547	38193	208535
1548	38216	208502
1549	38242	208481
1550	38266	208453
1551	38289	208423
1552	38316	208409
1553	38342	208394
1554	38371	208388
1555	38395	208363
1556	38420	208340
1557	38445	208316
1558	38470	208295
1559	38496	208273
1560	38521	208253
1561	38546	208231
1562	38570	208200
1563	38593	208166
1564	38616	208133
1565	38640	208103
1566	38664	208080
1567	38688	208047
1568	38711	208015
1569	38736	207992
1570	38760	207964
1571	38784	207934
1572	38806	207899
1573	38832	207877
1574	38857	207859
1575	38880	207823
1576	38905	207798
1577	38929	207774
1578	38952	207739
1579	38977	207714
1580	39002	207690
1581	39027	207669
1582	39050	207634
1583	39077	207625
1584	39102	207598
1585	39126	207571
1586	39154	207563
1587	39177	207531
1588	39202	207506
1589	39226	207483
1590	39251	207460
1591	39276	207434
1592	39302	207419
1593	39326	207391
1594	39354	207384
1595	39379	207359
1596	39406	207344
1597	39431	207323
1598	39454	207290
1599	39479	207266
1600	39503	207240
1601	39526	207205
1602	39550	207177
1603	39572	207140
1604	39614	207205
1605	39638	207176
1606	39662	207147
1607	39685	207114
1608	39708	207083
1609	39733	207059
1610	39757	207028
1611	39781	207002
1612	39805	206976
1613	39831	206956
1614	39855	206927
1615	39877	206891
1616	39901	206859
1617	39924	206827
1618	39949	206803
1619	39974	206782
1620	39999	206757
1621	40022	206726
1622	40044	206684
1623	40081	206727
1624	40105	206697
1625	40131	206680
1626	40156	206655
1627	40178	206620
1628	40200	206581
1629	40225	206557
1630	40250	206532
1631	40274	206506
1632	40301	206494
1633	40325	206462
1634	40350	206439
1635	40374	206415
1636	40398	206386
1637	40422	206356
1638	40445	206322
1639	40469	206294
1640	40492	206261
1641	40514	206225
1642	40538	206197
1643	40563	206172
1644	40586	206138
1645	40610	206112
1646	40636	206092
1647	40661	206071
1648	40687	206054
1649	40710	206020
1650	40734	205993
1651	40757	205958
1652	40781	205928
1653	40804	205898
1654	40828	205868
1655	40852	205839
1656	40876	205811
1657	40900	205784
1658	40940	205838
1659	40964	205810
1660	40989	205787
1661	41013	205756
1662	41035	205718
1663	41059	205694
1664	41083	205662
1665	41110	205649
1666	41137	205636
1667	41161	205611
