iter	Passed	Remaining
1668	41188	205595
1669	41210	205558
1670	41232	205519
1671	41257	205495
1672	41280	205465
1673	41304	205437
1674	41328	205408
1675	41355	205397
1676	41380	205370
1677	41405	205350
1678	41428	205317
1679	41451	205282
1680	41475	205253
1681	41496	205215
1682	41519	205178
1683	41542	205149
1684	41566	205118
1685	41591	205094
1686	41617	205076
1687	41642	205052
1688	41665	205020
1689	41689	204992
1690	41729	205043
1691	41754	205020
1692	41775	204981
1693	41797	204943
1694	41821	204913
1695	41845	204885
1696	41868	204853
1697	41911	204915
1698	41938	204901
1699	41963	204882
1700	41988	204856
1701	42011	204822
1702	42035	204796
1703	42060	204773
1704	42084	204743
1705	42108	204718
1706	42133	204692
1707	42157	204666
1708	42183	204648
1709	42208	204623
1710	42231	204592
1711	42256	204567
1712	42280	204541
1713	42305	204516
1714	42330	204493
1715	42357	204480
1716	42383	204460
1717	42405	204422
1718	42430	204399
1719	42455	204379
1720	42479	204352
1721	42504	204328
1722	42529	204303
1723	42554	204282
1724	42579	204256
1725	42601	204222
1726	42626	204195
1727	42650	204168
1728	42675	204145
1729	42699	204117
1730	42725	204100
1731	42747	204063
1732	42769	204026
1733	42792	203992
1734	42815	203961
1735	42839	203930
1736	42863	203905
1737	42887	203878
1738	42913	203857
1739	42937	203829
1740	42964	203816
1741	42989	203794
1742	43014	203769
1743	43039	203746
1744	43061	203707
1745	43087	203692
1746	43113	203671
1747	43137	203643
1748	43161	203617
1749	43186	203591
1750	43211	203568
1751	43236	203547
1752	43261	203526
1753	43285	203495
1754	43310	203473
1755	43339	203467
1756	43362	203436
1757	43387	203414
1758	43413	203392
1759	43436	203363
1760	43462	203341
1761	43485	203312
1762	43510	203288
1763	43534	203259
1764	43557	203224
1765	43580	203195
1766	43606	203175
1767	43628	203140
1768	43652	203111
1769	43678	203091
1770	43701	203059
1771	43725	203030
1772	43766	203082
1773	43790	203054
1774	43814	203028
1775	43838	202998
1776	43860	202961
1777	43883	202930
1778	43909	202912
1779	43938	202905
1780	43960	202870
1781	43985	202846
1782	44009	202819
1783	44032	202784
1784	44056	202760
1785	44081	202737
1786	44104	202704
1787	44129	202678
1788	44151	202643
1789	44175	202615
1790	44200	202592
1791	44225	202568
1792	44249	202541
1793	44278	202535
1794	44301	202503
1795	44328	202487
1796	44355	202474
1797	44378	202443
1798	44400	202408
1799	44424	202376
1800	44447	202347
1801	44473	202327
1802	44496	202296
1803	44521	202273
1804	44545	202243
1805	44568	202212
1806	44590	202175
1807	44616	202155
1808	44638	202121
1809	44662	202089
1810	44686	202064
1811	44710	202036
1812	44733	202004
1813	44757	201975
1814	44780	201942
1815	44804	201914
1816	44828	201887
1817	44851	201857
1818	44873	201820
1819	44897	201790
1820	44921	201764
1821	44945	201734
1822	44969	201709
1823	44992	201674
1824	45015	201644
1825	45039	201615
1826	45065	201597
1827	45088	201565
1828	45114	201546
1829	45136	201510
1830	45160	201481
1831	45184	201456
1832	45213	201449
1833	45237	201422
1834	45260	201388
1835	45291	201392
1836	45315	201365
1837	45341	201346
1838	45366	201324
1839	45391	201300
1840	45414	201271
1841	45438	201243
1842	45465	201226
1843	45489	201198
1844	45513	201171
1845	45537	201142
1846	45574	201172
1847	45599	201151
1848	45623	201121
1849	45647	201096
1850	45672	201070
1851	45695	201041
1852	45720	201016
1853	45743	200983
1854	45768	200963
1855	45793	200938
1856	45817	200909
1857	45841	200881
1858	45863	200846
1859	45885	200810
1860	45909	200784
1861	45933	200757
1862	45957	200729
1863	45981	200700
1864	46003	200662
1865	46026	200630
1866	46050	200605
1867	46075	200581
1868	46101	200563
1869	46124	200531
1870	46147	200497
1871	46171	200471
1872	46197	200453
1873	46223	200432
1874	46248	200410
1875	46274	200389
1876	46300	200370
1877	46326	200352
1878	46348	200318
1879	46371	200286
1880	46394	200253
1881	46433	200291
1882	46458	200267
1883	46482	200239
1884	46503	200201
1885	46527	200171
1886	46550	200137
1887	46573	200107
1888	46596	200076
1889	46622	200056
1890	46644	200020
1891	46668	199994
1892	46692	199964
1893	46714	199930
1894	46736	199892
1895	46760	199865
1896	46783	199833
1897	46805	199799
1898	46829	199770
1899	46854	199747
1900	46876	199713
1901	46900	199686
1902	46925	199661
1903	46948	199629
1904	46975	199613
1905	47000	199592
1906	47024	199565
1907	47049	199539
1908	47074	199519
1909	47100	199496
1910	47123	199467
1911	47145	199432
1912	47168	199400
1913	47192	199373
1914	47218	199353
1915	47241	199322
1916	47266	199299
1917	47291	199274
1918	47317	199257
1919	47342	199232
1920	47378	199258
1921	47408	199255
1922	47435	199240
1923	47459	199211
1924	47485	199191
1925	47509	199163
1926	47533	199136
1927	47555	199102
1928	47579	199072
1929	47605	199053
1930	47628	199022
1931	47650	198988
1932	47672	198952
1933	47699	198937
1934	47723	198910
1935	47748	198885
1936	47772	198858
1937	47797	198835
1938	47819	198798
1939	47842	198769
1940	47867	198744
1941	47893	198725
1942	47917	198699
1943	47939	198661
1944	47964	198638
1945	47988	198611
1946	48012	198584
1947	48035	198552
1948	48058	198522
1949	48082	198492
1950	48106	198468
1951	48130	198438
1952	48155	198414
1953	48180	198392
1954	48203	198361
1955	48233	198358
1956	48257	198329
1957	48281	198304
1958	48309	198292
1959	48344	198312
1960	48367	198279
1961	48392	198257
1962	48418	198235
1963	48444	198216
1964	48469	198195
1965	48492	198162
1966	48515	198133
1967	48538	198099
1968	48562	198073
1969	48587	198050
1970	48610	198018
1971	48632	197982
1972	48656	197956
1973	48681	197930
1974	48704	197898
1975	48727	197870
1976	48752	197844
1977	48774	197812
1978	48797	197777
1979	48820	197745
1980	48844	197718
1981	48866	197686
1982	48891	197660
1983	48915	197635
1984	48937	197599
1985	48961	197569
1986	48986	197546
1987	49010	197521
1988	49033	197491
1989	49059	197470
1990	49083	197443
1991	49105	197410
1992	49129	197379
1993	49152	197349
1994	49202	197426
1995	49225	197395
1996	49253	197383
1997	49276	197354
1998	49302	197333
1999	49328	197314
2000	49353	197292
2001	49379	197270
2002	49404	197247
2003	49428	197218
2004	49457	197213
2005	49481	197187
2006	49506	197161
2007	49529	197132
2008	49551	197095
2009	49576	197071
2010	49601	197049
2011	49625	197022
2012	49648	196992
2013	49675	196975
2014	49698	196942
2015	49721	196912
2016	49745	196885
2017	49768	196854
2018	49792	196829
2019	49817	196805
2020	49842	196781
2021	49864	196746
2022	49889	196722
2023	49912	196692
2024	49936	196662
2025	49958	196629
2026	49988	196623
2027	50018	196621
2028	50046	196609
2029	50080	196621
2030	50107	196607
2031	50132	196582
2032	50157	196559
2033	50182	196536
2034	50207	196513
2035	50230	196482
2036	50256	196461
2037	50281	196436
2038	50310	196430
2039	50335	196407
2040	50359	196381
2041	50382	196348
2042	50407	196323
2043	50430	196293
2044	50456	196274
2045	50480	196245
2046	50502	196214
2047	50526	196184
2048	50548	196149
2049	50573	196124
2050	50596	196096
2051	50621	196073
2052	50646	196048
2053	50670	196023
2054	50693	195991
2055	50717	195964
2056	50758	196002
2057	50785	195986
2058	50809	195957
2059	50834	195934
2060	50860	195916
2061	50886	195896
2062	50912	195874
2063	50936	195847
2064	50958	195814
2065	50983	195788
2066	51007	195764
2067	51034	195749
2068	51059	195724
2069	51085	195704
2070	51108	195674
2071	51133	195648
2072	51157	195622
2073	51181	195596
2074	51206	195573
2075	51231	195550
2076	51258	195533
2077	51286	195521
2078	51317	195520
2079	51342	195498
2080	51368	195477
2081	51393	195452
2082	51415	195419
2083	51441	195398
2084	51468	195381
2085	51492	195354
2086	51515	195326
2087	51540	195300
2088	51563	195269
2089	51588	195244
2090	51610	195210
2091	51633	195180
2092	51655	195146
2093	51679	195117
2094	51703	195091
2095	51727	195065
2096	51753	195045
2097	51778	195021
2098	51803	194999
2099	51826	194966
2100	51851	194942
2101	51876	194920
2102	51901	194894
2103	51923	194862
2104	51947	194833
2105	51972	194810
2106	51997	194786
2107	52020	194757
2108	52045	194734
2109	52071	194714
2110	52095	194685
2111	52118	194653
2112	52141	194625
2113	52166	194599
2114	52192	194579
2115	52215	194551
2116	52239	194521
2117	52264	194499
2118	52290	194480
2119	52317	194461
2120	52343	194441
2121	52366	194412
2122	52390	194384
2123	52414	194357
2124	52439	194334
2125	52463	194306
2126	52500	194329
2127	52529	194321
2128	52554	194297
2129	52579	194272
2130	52603	194247
2131	52627	194218
2132	52651	194192
2133	52675	194162
2134	52700	194138
2135	52723	194111
2136	52750	194092
2137	52774	194065
2138	52799	194042
2139	52822	194011
2140	52845	193982
2141	52869	193954
2142	52893	193926
2143	52916	193895
2144	52941	193870
2145	52966	193846
2146	52989	193815
2147	53011	193784
2148	53035	193755
2149	53058	193725
2150	53081	193696
2151	53105	193667
2152	53130	193643
2153	53154	193616
2154	53178	193590
2155	53201	193558
2156	53224	193528
2157	53248	193499
2158	53276	193487
2159	53300	193462
2160	53326	193439
2161	53349	193409
2162	53375	193391
2163	53401	193370
2164	53425	193342
2165	53450	193320
2166	53472	193287
2167	53496	193257
2168	53518	193225
2169	53542	193196
2170	53568	193176
2171	53592	193151
2172	53616	193123
2173	53639	193093
2174	53664	193068
2175	53688	193040
2176	53712	193013
2177	53738	192994
2178	53762	192967
2179	53785	192936
2180	53808	192906
2181	53832	192880
2182	53858	192861
2183	53883	192834
2184	53908	192813
2185	53933	192789
2186	53956	192759
2187	53979	192727
2188	54004	192704
2189	54028	192678
2190	54053	192651
2191	54078	192629
2192	54103	192605
2193	54126	192574
2194	54148	192542
2195	54173	192518
2196	54198	192496
2197	54223	192472
2198	54247	192443
2199	54273	192423
2200	54300	192409
2201	54327	192389
2202	54349	192357
2203	54372	192326
2204	54398	192305
2205	54422	192280
2206	54449	192262
2207	54474	192238
2208	54498	192211
2209	54523	192188
2210	54547	192162
2211	54573	192140
2212	54597	192115
2213	54621	192086
2214	54645	192062
2215	54671	192041
2216	54696	192018
2217	54722	191998
2218	54746	191971
2219	54769	191941
2220	54794	191915
2221	54819	191893
2222	54843	191864
2223	54867	191839
2224	54892	191813
2225	54915	191786
2226	54938	191753
2227	54962	191726
2228	54985	191696
2229	55007	191664
2230	55032	191640
2231	55059	191622
2232	55084	191599
2233	55109	191576
2234	55133	191548
2235	55157	191521
2236	55179	191489
2237	55203	191460
2238	55226	191429
2239	55251	191405
2240	55278	191390
2241	55313	191401
2242	55337	191372
2243	55361	191347
2244	55384	191318
2245	55409	191292
2246	55432	191264
2247	55455	191232
2248	55476	191196
2249	55500	191170
2250	55524	191141
2251	55547	191109
2252	55570	191081
2253	55594	191052
2254	55616	191020
2255	55638	190987
2256	55662	190958
2257	55686	190930
2258	55710	190906
2259	55733	190874
2260	55758	190851
2261	55781	190820
2262	55806	190795
2263	55829	190767
2264	55852	190738
2265	55876	190709
2266	55900	190682
2267	55925	190660
2268	55949	190633
2269	55973	190605
2270	55997	190579
2271	56022	190554
2272	56046	190527
2273	56073	190510
2274	56096	190481
2275	56120	190455
2276	56145	190430
2277	56168	190400
2278	56192	190373
2279	56215	190345
2280	56239	190317
2281	56262	190285
2282	56291	190275
2283	56320	190265
2284	56345	190242
2285	56368	190212
2286	56393	190189
2287	56417	190162
2288	56444	190144
2289	56468	190117
2290	56492	190090
2291	56515	190060
2292	56536	190026
2293	56561	190000
2294	56584	189971
2295	56608	189942
2296	56631	189913
2297	56654	189882
2298	56680	189862
2299	56702	189830
2300	56727	189806
2301	56751	189779
2302	56773	189746
2303	56796	189717
2304	56822	189694
2305	56847	189673
2306	56870	189642
2307	56894	189614
2308	56932	189633
2309	56957	189612
2310	56981	189583
2311	57005	189559
2312	57029	189531
2313	57052	189502
2314	57075	189471
2315	57097	189438
2316	57122	189415
2317	57145	189383
2318	57169	189358
2319	57194	189333
2320	57220	189314
2321	57245	189289
2322	57271	189269
2323	57294	189238
2324	57321	189223
2325	57346	189200
2326	57372	189177
2327	57396	189152
2328	57420	189126
2329	57444	189100
2330	57469	189075
2331	57494	189050
2332	57518	189023
2333	57544	189002
2334	57568	188976
2335	57590	188944
2336	57614	188918
2337	57639	188894
2338	57663	188868
2339	57688	188842
2340	57713	188819
2341	57737	188792
2342	57760	188763
2343	57783	188733
2344	57806	188704
2345	57830	188676
2346	57856	188655
2347	57880	188630
2348	57903	188600
2349	57925	188566
2350	57952	188548
2351	57975	188519
2352	58000	188494
2353	58022	188462
2354	58046	188436
2355	58071	188411
2356	58094	188380
2357	58118	188356
2358	58142	188327
2359	58166	188300
2360	58188	188268
2361	58211	188239
2362	58234	188208
2363	58258	188181
2364	58284	188161
2365	58327	188196
2366	58355	188181
2367	58379	188156
2368	58404	188131
2369	58434	188124
2370	58479	188164
2371	58522	188200
2372	58564	188230
2373	58599	188239
2374	58628	188228
2375	58666	188244
2376	58696	188239
2377	58724	188224
2378	58757	188225
2379	58797	188250
2380	58831	188257
2381	58873	188287
2382	58910	188300
2383	58943	188303
2384	58975	188299
2385	59003	188285
2386	59028	188264
2387	59053	188238
2388	59078	188215
2389	59108	188207
2390	59134	188187
2391	59160	188165
2392	59186	188144
2393	59212	188125
2394	59241	188114
2395	59301	188201
2396	59334	188202
2397	59359	188177
2398	59383	188150
2399	59406	188121
2400	59434	188105
2401	59455	188071
2402	59479	188042
2403	59503	188014
2404	59525	187980
2405	59549	187956
2406	59571	187922
2407	59594	187892
2408	59618	187864
2409	59643	187840
2410	59667	187814
2411	59690	187784
2412	59715	187757
2413	59739	187732
2414	59764	187706
2415	59787	187677
2416	59810	187647
2417	59835	187623
2418	59859	187595
2419	59882	187566
2420	59904	187533
2421	59929	187509
2422	59952	187477
2423	59976	187452
2424	60000	187425
2425	60024	187397
2426	60046	187363
2427	60072	187342
2428	60095	187313
2429	60118	187281
2430	60142	187254
2431	60166	187228
2432	60189	187198
2433	60213	187172
2434	60237	187142
2435	60264	187125
2436	60288	187100
2437	60311	187069
2438	60335	187041
2439	60362	187024
2440	60385	186995
2441	60411	186972
2442	60435	186947
2443	60460	186921
2444	60485	186899
2445	60510	186874
2446	60535	186850
2447	60559	186822
2448	60581	186791
2449	60606	186766
2450	60631	186742
2451	60656	186719
2452	60680	186691
2453	60703	186662
2454	60727	186636
2455	60752	186611
2456	60781	186598
2457	60805	186573
2458	60830	186548
2459	60854	186522
2460	60877	186492
2461	60904	186473
2462	60929	186449
2463	60951	186416
2464	60975	186389
2465	61001	186367
2466	61025	186343
2467	61050	186318
2468	61074	186291
2469	61097	186261
2470	61119	186228
2471	61144	186204
2472	61169	186180
2473	61193	186152
2474	61217	186125
2475	61241	186099
2476	61269	186083
2477	61292	186055
2478	61319	186037
2479	61348	186025
2480	61376	186009
2481	61401	185986
2482	61427	185964
2483	61453	185943
2484	61477	185917
2485	61503	185894
2486	61527	185870
2487	61552	185845
2488	61577	185821
2489	61604	185803
2490	61634	185794
2491	61661	185776
2492	61687	185756
2493	61715	185739
2494	61740	185715
2495	61768	185700
2496	61792	185674
2497	61817	185649
2498	61844	185632
2499	61869	185607
2500	61897	185594
2501	61926	185581
2502	61951	185558
2503	61976	185534
2504	62004	185517
2505	62031	185501
2506	62058	185480
2507	62082	185454
2508	62109	185438
2509	62134	185414
2510	62160	185393
2511	62187	185374
2512	62213	185353
2513	62241	185339
2514	62278	185350
2515	62310	185347
2516	62338	185331
2517	62366	185316
2518	62394	185300
2519	62421	185282
2520	62446	185258
2521	62471	185235
2522	62498	185215
2523	62524	185194
2524	62549	185172
2525	62573	185145
2526	62598	185120
2527	62635	185132
2528	62659	185104
2529	62698	185122
2530	62726	185106
2531	62751	185081
2532	62773	185050
2533	62799	185027
2534	62822	184997
2535	62847	184974
2536	62871	184947
2537	62897	184924
2538	62925	184909
2539	62951	184890
2540	62979	184872
2541	63007	184858
2542	63034	184841
2543	63063	184827
2544	63106	184856
2545	63134	184840
2546	63161	184821
2547	63188	184804
2548	63212	184776
2549	63240	184761
2550	63268	184744
2551	63293	184720
2552	63318	184697
2553	63346	184682
2554	63372	184659
2555	63397	184637
2556	63421	184609
2557	63449	184594
2558	63472	184562
2559	63496	184537
2560	63521	184513
2561	63546	184488
2562	63570	184461
2563	63593	184431
2564	63617	184404
2565	63641	184377
2566	63667	184356
2567	63692	184332
2568	63718	184309
2569	63743	184284
2570	63769	184263
2571	63792	184233
2572	63817	184211
2573	63844	184192
2574	63870	184170
2575	63895	184146
2576	63919	184117
2577	63944	184093
2578	63969	184071
2579	63995	184048
2580	64019	184022
2581	64043	183996
2582	64067	183966
2583	64092	183942
2584	64115	183913
2585	64139	183886
2586	64164	183862
2587	64189	183839
2588	64214	183813
2589	64243	183801
2590	64270	183782
2591	64295	183757
2592	64319	183731
2593	64342	183701
2594	64368	183678
2595	64392	183652
2596	64417	183628
2597	64443	183607
2598	64474	183601
2599	64508	183601
2600	64539	183594
2601	64565	183571
2602	64591	183550
2603	64618	183532
2604	64644	183510
2605	64674	183499
2606	64700	183480
2607	64730	183469
2608	64757	183451
2609	64783	183429
2610	64807	183403
2611	64836	183388
2612	64867	183381
2613	64898	183373
2614	64933	183379
2615	64962	183364
2616	64987	183340
2617	65015	183323
2618	65043	183309
2619	65069	183288
2620	65096	183269
2621	65124	183253
2622	65151	183235
2623	65179	183218
2624	65208	183203
2625	65236	183189
2626	65264	183173
2627	65290	183152
2628	65317	183131
2629	65344	183114
2630	65370	183092
2631	65402	183086
2632	65430	183069
2633	65455	183048
2634	65480	183021
2635	65508	183004
2636	65533	182982
2637	65559	182961
2638	65585	182939
2639	65608	182909
2640	65632	182881
2641	65657	182856
2642	65682	182832
2643	65711	182820
2644	65734	182788
2645	65759	182765
2646	65785	182742
2647	65812	182723
2648	65836	182697
2649	65862	182675
2650	65888	182654
2651	65911	182623
2652	65936	182598
2653	65959	182569
2654	65984	182543
2655	66010	182521
2656	66032	182490
2657	66056	182464
2658	66080	182435
2659	66104	182408
2660	66129	182383
2661	66152	182354
2662	66175	182322
2663	66199	182296
2664	66225	182274
2665	66251	182252
2666	66277	182232
2667	66302	182207
2668	66334	182202
2669	66361	182182
2670	66389	182167
2671	66419	182157
2672	66448	182143
2673	66476	182126
2674	66504	182109
2675	66528	182083
2676	66554	182062
2677	66582	182046
2678	66608	182023
2679	66633	181999
2680	66658	181975
2681	66685	181956
2682	66709	181927
2683	66733	181901
2684	66759	181879
2685	66784	181855
2686	66810	181832
2687	66835	181807
2688	66857	181776
2689	66880	181746
2690	66904	181717
2691	66927	181688
2692	66951	181661
2693	66976	181638
2694	67002	181615
2695	67027	181592
2696	67054	181571
2697	67079	181545
2698	67103	181520
2699	67125	181487
2700	67149	181460
2701	67172	181430
2702	67195	181400
2703	67220	181375
2704	67246	181352
2705	67269	181324
2706	67294	181300
2707	67319	181274
2708	67344	181251
2709	67368	181223
2710	67393	181199
2711	67418	181175
2712	67444	181151
2713	67467	181123
2714	67490	181094
2715	67514	181067
2716	67539	181041
2717	67565	181020
2718	67588	180989
2719	67613	180965
2720	67637	180939
2721	67661	180909
2722	67687	180888
2723	67713	180866
2724	67738	180842
2725	67761	180813
2726	67784	180783
2727	67817	180779
2728	67841	180753
2729	67870	180739
2730	67897	180719
2731	67923	180699
2732	67949	180676
2733	67974	180652
2734	67998	180626
2735	68020	180593
2736	68046	180570
2737	68071	180547
2738	68097	180525
2739	68121	180498
2740	68144	180468
2741	68168	180440
2742	68191	180410
2743	68216	180385
2744	68245	180372
2745	68273	180354
2746	68298	180331
2747	68324	180307
2748	68349	180285
2749	68398	180323
2750	68426	180305
2751	68456	180295
2752	68501	180324
2753	68529	180306
2754	68556	180286
2755	68581	180263
2756	68606	180238
2757	68638	180232
2758	68663	180206
2759	68688	180183
2760	68711	180153
2761	68743	180145
2762	68769	180125
2763	68797	180108
2764	68824	180088
2765	68848	180062
2766	68872	180035
2767	68896	180007
2768	68919	179977
2769	68944	179953
2770	68969	179927
2771	68994	179902
2772	69019	179878
2773	69045	179855
2774	69072	179837
2775	69097	179813
2776	69131	179812
2777	69173	179831
2778	69197	179804
2779	69224	179784
2780	69252	179767
2781	69279	179749
2782	69303	179721
2783	69329	179698
2784	69354	179674
2785	69377	179643
2786	69401	179617
2787	69426	179593
2788	69453	179574
2789	69480	179554
2790	69507	179533
2791	69534	179513
2792	69560	179493
2793	69585	179468
2794	69610	179442
2795	69636	179421
2796	69666	179408
2797	69690	179383
2798	69718	179364
2799	69746	179347
2800	69773	179328
2801	69801	179310
2802	69828	179292
2803	69853	179266
2804	69880	179246
2805	69905	179223
2806	69932	179202
2807	69958	179182
2808	69982	179153
2809	70009	179134
2810	70033	179107
2811	70059	179085
2812	70085	179063
2813	70110	179037
2814	70138	179021
2815	70165	179001
2816	70190	178977
2817	70217	178958
2818	70244	178937
2819	70272	178920
2820	70301	178906
2821	70327	178884
2822	70351	178856
2823	70378	178837
2824	70404	178815
2825	70433	178800
2826	70463	178788
2827	70491	178770
2828	70520	178755
2829	70544	178730
2830	70571	178709
2831	70599	178692
2832	70627	178675
2833	70658	178666
2834	70687	178651
2835	70715	178634
2836	70743	178616
2837	70769	178594
2838	70796	178575
2839	70826	178562
2840	70857	178552
2841	70885	178535
2842	70911	178512
2843	70937	178491
2844	70964	178472
2845	70995	178462
2846	71022	178441
2847	71050	178423
2848	71078	178408
2849	71105	178387
2850	71132	178366
2851	71159	178347
2852	71184	178322
2853	71212	178304
2854	71240	178288
2855	71266	178266
2856	71292	178244
2857	71316	178215
2858	71340	178189
2859	71366	178167
2860	71391	178141
2861	71418	178121
2862	71447	178107
2863	71475	178089
2864	71500	178065
2865	71526	178042
2866	71550	178015
2867	71575	177991
2868	71600	177966
2869	71626	177943
2870	71654	177924
2871	71680	177902
2872	71706	177881
2873	71733	177860
2874	71758	177836
2875	71782	177808
2876	71808	177785
2877	71832	177758
2878	71856	177730
2879	71881	177707
2880	71905	177680
2881	71929	177652
2882	71954	177628
2883	71978	177600
2884	72004	177577
2885	72027	177548
2886	72050	177518
2887	72075	177493
2888	72099	177466
2889	72124	177442
2890	72148	177413
2891	72171	177385
2892	72197	177362
2893	72224	177340
2894	72249	177316
2895	72272	177287
2896	72297	177261
2897	72322	177237
2898	72344	177206
2899	72368	177178
2900	72393	177154
2901	72419	177129
2902	72444	177105
2903	72472	177088
2904	72500	177070
2905	72523	177041
2906	72548	177015
2907	72571	176986
2908	72593	176954
2909	72617	176927
2910	72642	176902
2911	72666	176875
2912	72692	176852
2913	72717	176827
2914	72740	176798
2915	72765	176772
2916	72790	176749
2917	72816	176725
2918	72841	176701
2919	72864	176670
2920	72890	176648
2921	72916	176626
2922	72941	176601
2923	72964	176572
2924	72989	176546
2925	73011	176516
2926	73036	176490
2927	73059	176460
2928	73083	176434
2929	73108	176407
2930	73132	176380
2931	73155	176350
2932	73179	176323
2933	73204	176299
2934	73231	176278
2935	73256	176254
2936	73285	176238
2937	73309	176211
2938	73334	176187
2939	73359	176163
2940	73385	176139
2941	73410	176114
2942	73433	176085
2943	73459	176062
2944	73487	176045
2945	73512	176020
2946	73535	175989
2947	73558	175962
2948	73582	175933
2949	73605	175904
2950	73628	175875
2951	73652	175848
2952	73675	175818
2953	73700	175792
2954	73725	175767
2955	73749	175742
2956	73776	175720
2957	73800	175693
2958	73822	175662
2959	73845	175633
2960	73870	175606
2961	73895	175582
2962	73919	175554
2963	73943	175528
2964	73970	175507
2965	73994	175481
2966	74017	175450
2967	74042	175426
2968	74066	175399
2969	74090	175373
2970	74117	175351
2971	74141	175324
2972	74166	175299
2973	74194	175283
2974	74219	175256
2975	74244	175233
2976	74269	175208
2977	74294	175184
2978	74320	175161
2979	74346	175138
2980	74370	175111
2981	74395	175086
2982	74419	175058
2983	74444	175033
2984	74469	175010
2985	74496	174988
2986	74520	174961
2987	74545	174937
2988	74571	174914
2989	74593	174883
2990	74619	174860
2991	74644	174836
2992	74667	174806
2993	74689	174773
2994	74712	174744
2995	74734	174713
2996	74756	174681
2997	74781	174657
2998	74807	174634
2999	74833	174611
3000	74857	174585
3001	74903	174608
3002	74927	174580
3003	74949	174550
3004	74976	174528
3005	75000	174501
3006	75023	174472
3007	75048	174447
3008	75073	174423
3009	75097	174395
3010	75121	174368
3011	75160	174376
3012	75208	174404
3013	75234	174383
3014	75259	174356
3015	75284	174332
3016	75308	174305
3017	75334	174283
3018	75360	174259
3019	75383	174231
3020	75407	174202
3021	75431	174176
3022	75455	174148
3023	75481	174126
3024	75506	174102
3025	75530	174075
3026	75553	174043
3027	75575	174014
3028	75600	173988
3029	75623	173958
3030	75649	173935
3031	75672	173907
3032	75696	173879
3033	75721	173854
3034	75746	173829
3035	75771	173804
3036	75795	173778
3037	75819	173750
3038	75842	173722
3039	75866	173694
3040	75890	173666
3041	75921	173655
3042	75946	173632
3043	75973	173610
3044	75996	173581
3045	76021	173557
3046	76046	173531
3047	76071	173507
3048	76097	173483
3049	76120	173454
3050	76145	173430
3051	76171	173406
3052	76198	173388
3053	76225	173365
3054	76250	173342
3055	76273	173313
3056	76298	173287
3057	76323	173262
3058	76346	173234
3059	76371	173207
3060	76397	173185
3061	76423	173162
3062	76447	173136
3063	76473	173113
3064	76500	173092
3065	76526	173070
3066	76552	173048
3067	76576	173021
3068	76600	172993
3069	76625	172968
3070	76648	172939
3071	76673	172915
3072	76697	172888
3073	76720	172859
3074	76745	172834
3075	76778	172826
3076	76802	172798
3077	76824	172768
3078	76849	172743
3079	76875	172720
3080	76903	172701
3081	76928	172676
3082	76956	172658
3083	76981	172633
3084	77007	172610
3085	77032	172587
3086	77059	172566
3087	77085	172544
3088	77112	172522
3089	77137	172498
3090	77165	172480
3091	77194	172465
3092	77220	172442
3093	77246	172418
3094	77272	172396
3095	77296	172369
3096	77319	172339
3097	77343	172312
3098	77368	172288
3099	77394	172264
3100	77417	172235
3101	77442	172210
3102	77468	172189
3103	77492	172161
3104	77515	172132
3105	77540	172107
3106	77566	172083
3107	77589	172054
3108	77616	172035
3109	77643	172014
3110	77666	171984
3111	77690	171958
3112	77712	171926
3113	77737	171900
3114	77762	171876
3115	77785	171847
3116	77808	171818
3117	77833	171792
3118	77857	171764
3119	77882	171741
3120	77905	171712
3121	77929	171684
3122	77953	171657
3123	77979	171634
3124	78016	171635
3125	78039	171607
3126	78063	171580
3127	78089	171557
3128	78111	171526
3129	78134	171497
3130	78158	171469
3131	78181	171440
3132	78209	171421
3133	78232	171393
3134	78256	171364
3135	78278	171333
3136	78302	171307
3137	78325	171277
3138	78348	171248
3139	78371	171218
3140	78396	171194
3141	78420	171166
3142	78444	171141
3143	78468	171112
3144	78493	171087
3145	78517	171061
3146	78545	171042
3147	78568	171014
3148	78595	170992
3149	78622	170972
3150	78645	170943
3151	78670	170919
3152	78695	170893
3153	78721	170871
3154	78745	170844
3155	78782	170844
3156	78804	170813
3157	78829	170787
3158	78853	170762
3159	78879	170738
3160	78903	170711
3161	78930	170690
3162	78955	170667
3163	78980	170642
3164	79006	170618
3165	79031	170594
3166	79056	170568
3167	79078	170537
3168	79103	170512
3169	79127	170486
3170	79153	170463
3171	79181	170444
3172	79207	170421
3173	79232	170396
3174	79256	170370
3175	79281	170345
3176	79305	170318
3177	79330	170294
3178	79356	170270
3179	79378	170240
3180	79403	170215
3181	79427	170186
3182	79451	170161
3183	79476	170136
3184	79500	170109
3185	79524	170082
3186	79549	170057
3187	79575	170033
3188	79598	170005
3189	79622	169978
3190	79648	169954
3191	79670	169923
3192	79694	169896
3193	79718	169868
3194	79742	169842
3195	79767	169817
3196	79791	169790
3197	79815	169763
3198	79839	169737
3199	79864	169711
3200	79889	169686
3201	79914	169662
3202	79939	169638
3203	79963	169609
3204	79988	169585
3205	80012	169557
3206	80034	169528
3207	80060	169503
3208	80084	169477
3209	80108	169449
3210	80132	169424
3211	80158	169400
3212	80185	169380
3213	80210	169354
3214	80233	169326
3215	80256	169298
3216	80284	169278
3217	80309	169253
3218	80334	169229
3219	80358	169203
3220	80384	169179
3221	80408	169152
