iter	RMSE
874	0.1059940324
875	0.1059660305
876	0.1059512294
877	0.1059309889
878	0.1059129964
879	0.1058943211
880	0.1058823995
881	0.1058569532
882	0.1058367392
883	0.1058148115
884	0.1057837059
885	0.1057735749
886	0.105751491
887	0.1057183604
888	0.1056723168
889	0.1056597053
890	0.1056388568
891	0.1056299747
892	0.1056157483
893	0.1055992551
894	0.1055802551
895	0.1055562545
896	0.1055404443
897	0.10552528
898	0.1055060431
899	0.1054843296
900	0.1054767239
901	0.1054563239
902	0.1054443152
903	0.105421077
904	0.105385647
905	0.1053467519
906	0.1053327973
907	0.105310293
908	0.1052827106
909	0.105264181
910	0.1052440077
911	0.105233793
912	0.1052208571
913	0.1051850177
914	0.1051408098
915	0.1051199817
916	0.1050820778
917	0.1050777689
918	0.1050612093
919	0.1050423202
920	0.1050091772
921	0.1049898297
922	0.1049642743
923	0.1049504619
924	0.1049315877
925	0.1049109673
926	0.1048795577
927	0.1048374126
928	0.1048237773
929	0.104807281
930	0.1047989568
931	0.1047839777
932	0.1047743323
933	0.1047617594
934	0.1047240712
935	0.1047052286
936	0.1046910234
937	0.1046778975
938	0.1046597163
939	0.1046382781
940	0.1046253154
941	0.1046038597
942	0.1045900363
943	0.1045846656
944	0.1045440115
945	0.1045236688
946	0.1045031074
947	0.1044911241
948	0.1044761659
949	0.1044618644
950	0.1044365274
951	0.1044117193
952	0.1043961359
953	0.1043747821
954	0.1043530212
955	0.1043384389
956	0.1043111494
957	0.1042988872
958	0.1042848607
959	0.1042738922
960	0.1042550334
961	0.1042437099
962	0.1042375678
963	0.1042286551
964	0.1042166295
965	0.1041831266
966	0.1041721935
967	0.1041612113
968	0.1041523176
969	0.1041291555
970	0.1041113161
971	0.1041026515
972	0.1040894455
973	0.1040730368
974	0.1040574905
975	0.1040478278
976	0.1040331067
977	0.1039975913
978	0.1039857064
979	0.1039622798
980	0.1039471524
981	0.1039282867
982	0.1038992654
983	0.1038817365
984	0.1038680888
985	0.1038333498
986	0.1038117584
987	0.1037968163
988	0.1037751263
989	0.1037400726
990	0.1037303661
991	0.1037183052
992	0.1037045392
993	0.103696072
994	0.1036564067
995	0.1036253911
996	0.1036122009
997	0.1035912936
998	0.1035507869
999	0.1035402727
1000	0.1035303047
1001	0.1035131271
1002	0.1034953555
1003	0.1034720283
1004	0.1034562667
1005	0.1034484693
1006	0.1034333007
1007	0.1034235952
1008	0.1034137411
1009	0.1034014288
1010	0.1033865191
1011	0.1033653669
1012	0.1033512881
1013	0.1033344932
1014	0.1033119248
1015	0.103283374
1016	0.1032744225
1017	0.1032558536
1018	0.1032201017
1019	0.1031999138
1020	0.1031903229
1021	0.1031606703
1022	0.1031394088
1023	0.103126981
1024	0.1031159502
1025	0.1031053204
1026	0.1030949197
1027	0.1030678388
1028	0.1030464098
1029	0.1030338762
1030	0.1030245091
1031	0.103013975
1032	0.1030054149
1033	0.1029663368
1034	0.102951773
1035	0.1029361926
1036	0.1029210173
1037	0.1029092852
1038	0.1028956348
1039	0.1028675211
1040	0.1028495616
1041	0.1028183292
1042	0.1028109323
1043	0.1027759447
1044	0.102768275
1045	0.1027376975
1046	0.1027068757
1047	0.1026969761
1048	0.1026853027
1049	0.1026769267
1050	0.1026661297
1051	0.1026467565
1052	0.1026384525
1053	0.1026032129
1054	0.102592191
1055	0.1025801685
1056	0.1025524744
1057	0.1025460078
1058	0.1025364517
1059	0.1025267649
1060	0.1025111321
1061	0.1024947624
1062	0.1024827631
1063	0.1024686274
1064	0.1024391889
1065	0.1024310358
1066	0.1024064789
1067	0.1023952539
1068	0.1023880485
1069	0.1023788161
1070	0.102346075
1071	0.1023319089
1072	0.1023039434
1073	0.1022944553
1074	0.1022869089
1075	0.1022751176
1076	0.1022412145
1077	0.1022180954
1078	0.1022065987
1079	0.1021915282
1080	0.1021799591
1081	0.102171471
1082	0.1021651459
1083	0.1021530467
1084	0.1021335695
1085	0.1021192049
1086	0.1021000251
1087	0.1020794479
1088	0.102067156
1089	0.1020557073
1090	0.1020438012
1091	0.1020095646
1092	0.1019944687
1093	0.1019890862
1094	0.1019791329
1095	0.1019675067
1096	0.1019505983
1097	0.1019437377
1098	0.1019301545
1099	0.1019229374
1100	0.1019043497
1101	0.1018977342
1102	0.1018853057
1103	0.1018785373
1104	0.1018652095
1105	0.1018379787
1106	0.1018258944
1107	0.1017832751
1108	0.1017729326
1109	0.101764894
1110	0.1017566038
1111	0.1017496639
1112	0.1017354995
1113	0.101723151
1114	0.1017141903
1115	0.1016956694
1116	0.1016907349
1117	0.1016784224
1118	0.1016690922
1119	0.1016631876
1120	0.1016465256
1121	0.1016186302
1122	0.1016157907
1123	0.1016028695
1124	0.101590148
1125	0.1015789887
1126	0.1015664233
1127	0.1015570757
1128	0.1015468914
1129	0.1015375271
1130	0.1015209956
1131	0.1015154667
1132	0.1015083745
1133	0.1014978145
1134	0.1014855491
1135	0.1014556776
1136	0.1014149483
1137	0.101386723
1138	0.1013820748
1139	0.1013707132
1140	0.1013322752
1141	0.1013214956
1142	0.1013084567
1143	0.1012975393
1144	0.1012931733
1145	0.1012799668
1146	0.1012663416
1147	0.1012377837
1148	0.1012034018
1149	0.1011906874
1150	0.101175918
1151	0.1011614476
1152	0.1011468767
1153	0.1011373096
1154	0.1011239031
1155	0.1011167072
1156	0.1011095202
1157	0.1011061614
1158	0.1010988245
1159	0.1010838063
1160	0.1010731323
1161	0.1010560866
1162	0.1010397321
1163	0.1010167722
1164	0.1009913192
1165	0.1009647478
1166	0.1009388146
1167	0.1009147884
1168	0.1009040443
1169	0.1008935896
1170	0.1008839062
1171	0.1008588889
1172	0.1008314844
1173	0.1008191464
1174	0.100807316
1175	0.1007946098
1176	0.1007917262
1177	0.1007723652
1178	0.1007563931
1179	0.1007420083
1180	0.1007350808
1181	0.1007251151
1182	0.1007147219
1183	0.1006964297
1184	0.1006779279
1185	0.1006641957
1186	0.1006367671
1187	0.1006250528
1188	0.1006030628
1189	0.100597882
1190	0.1005738559
1191	0.1005679341
1192	0.1005591817
1193	0.1005404249
1194	0.1005219721
1195	0.1004968992
1196	0.1004883949
1197	0.1004757347
1198	0.1004680065
1199	0.1004545409
1200	0.1004449544
1201	0.1004263502
1202	0.1004185931
1203	0.1004029447
1204	0.1003816471
1205	0.1003719012
1206	0.1003576065
1207	0.1003473915
1208	0.1003414974
1209	0.1003366279
1210	0.1003298673
1211	0.1003236372
1212	0.1003107283
1213	0.100298254
1214	0.100287279
1215	0.1002743251
1216	0.1002642483
1217	0.1002507215
1218	0.1002479709
1219	0.1002395089
1220	0.1002299941
1221	0.1002038655
1222	0.1001939207
1223	0.1001858787
1224	0.100178106
1225	0.1001574609
1226	0.100144028
1227	0.1001340142
1228	0.1001205442
1229	0.1001119396
1230	0.1000996481
1231	0.1000730937
1232	0.1000566632
1233	0.100046876
1234	0.1000249271
1235	0.1000007674
1236	0.09998942839
1237	0.09996998541
1238	0.09996660045
1239	0.09995348004
1240	0.09994599496
1241	0.09994054434
1242	0.09991971115
1243	0.09989683471
1244	0.09987687833
1245	0.09986937904
1246	0.09986198169
1247	0.09985432348
1248	0.09983597899
1249	0.09981935477
1250	0.09981144535
1251	0.09978944304
1252	0.09976163675
1253	0.09974285411
1254	0.09973474597
1255	0.09973020161
1256	0.09971844876
1257	0.09970578355
1258	0.09970052511
1259	0.0996801157
1260	0.09966711938
1261	0.09965751592
1262	0.09964588979
1263	0.09963528531
1264	0.09962763191
1265	0.09961613549
1266	0.099597476
1267	0.09958907818
1268	0.09958338059
1269	0.09957730921
1270	0.09957100489
1271	0.09956651895
1272	0.09953961589
1273	0.09953287191
1274	0.09951593056
1275	0.09950953317
1276	0.09950041414
1277	0.09949018031
1278	0.09948486201
1279	0.09946670236
1280	0.09945891069
1281	0.09945500254
1282	0.09944815462
1283	0.09943507901
1284	0.09942802222
1285	0.09942276321
1286	0.09941692893
1287	0.0994056554
1288	0.09936969464
1289	0.09935884388
1290	0.099354826
1291	0.09934965321
1292	0.09934596157
1293	0.09933919841
1294	0.09933334971
1295	0.09933096014
1296	0.09931503327
1297	0.09931021269
1298	0.09930338052
1299	0.09929755935
1300	0.09927440832
1301	0.0992650262
1302	0.0992463187
1303	0.09922789277
1304	0.09922310568
1305	0.09921073078
1306	0.09919022371
1307	0.099186774
1308	0.09918186138
1309	0.0991785131
1310	0.09915911367
1311	0.09915606351
1312	0.09914957133
1313	0.09913807692
1314	0.09912564605
1315	0.09910760597
1316	0.09909906842
1317	0.09909291529
1318	0.09908112257
1319	0.09906244219
1320	0.09905649597
1321	0.09905183288
1322	0.09903955428
1323	0.09903135003
1324	0.09902255371
1325	0.09899568761
1326	0.09898205819
1327	0.09897192202
1328	0.09896607776
1329	0.09895343615
1330	0.09894258876
1331	0.09891120242
1332	0.09888947533
1333	0.09887610985
1334	0.0988449994
1335	0.09882045089
1336	0.09880373042
1337	0.09879740011
1338	0.09878937615
1339	0.09877945029
1340	0.09876858691
1341	0.0987570348
1342	0.09875388781
1343	0.09873587355
1344	0.09870577566
1345	0.09869349031
1346	0.09868695232
1347	0.09867879742
1348	0.09866723506
1349	0.09866443545
1350	0.0986531661
1351	0.09863486106
1352	0.09862070201
1353	0.09861031582
1354	0.09860033637
1355	0.09859373867
1356	0.09858219361
1357	0.09856785411
1358	0.0985642318
1359	0.09855959968
1360	0.09855351354
1361	0.09854673774
1362	0.09853838742
1363	0.09853103626
1364	0.0985135478
1365	0.09850149817
1366	0.09848604815
1367	0.09847500206
1368	0.09846931792
1369	0.0984515426
1370	0.098433091
1371	0.09842538684
1372	0.0984223444
1373	0.09842002049
1374	0.09841677552
1375	0.09839942848
1376	0.09839118761
1377	0.09837271103
1378	0.098342358
1379	0.09831976176
1380	0.09829263722
1381	0.0982756047
1382	0.09827291665
1383	0.09824430782
1384	0.09823703249
1385	0.09822546281
1386	0.0982054381
1387	0.09820268838
1388	0.09819739212
1389	0.09818585729
1390	0.09818217591
1391	0.09816482419
1392	0.09815125885
1393	0.09813887937
1394	0.09813146508
1395	0.09811958032
1396	0.09811500058
1397	0.09811038757
1398	0.09810267259
1399	0.09810083492
1400	0.09809770348
1401	0.09806575719
1402	0.0980486025
1403	0.09803758317
1404	0.09802140472
1405	0.09801438788
1406	0.09800334617
1407	0.09800125697
1408	0.09799568171
1409	0.09797451916
1410	0.0979669841
1411	0.09795250732
1412	0.0979478202
1413	0.09792771148
1414	0.09792512866
1415	0.09791754366
1416	0.09790645127
1417	0.09789859574
1418	0.09786653485
1419	0.09786334912
1420	0.09785196439
1421	0.09783301825
1422	0.09782181549
1423	0.09781056017
1424	0.09778377408
1425	0.09777897576
1426	0.0977738128
1427	0.0977646846
1428	0.09776095951
1429	0.0977233822
1430	0.09771714556
1431	0.09768749263
1432	0.09768177437
1433	0.09767609981
1434	0.09766011914
1435	0.0976556326
1436	0.09764655303
1437	0.09763277285
1438	0.09761926079
1439	0.09760799222
1440	0.09759793865
1441	0.09759260625
1442	0.09757962592
1443	0.09757457092
1444	0.09756963381
1445	0.09755703806
1446	0.0975499271
1447	0.09751297077
1448	0.09747667384
1449	0.0974521212
1450	0.09743876449
1451	0.09740901092
1452	0.09739431363
1453	0.09737328371
1454	0.09736276556
1455	0.0973580816
1456	0.09734994165
1457	0.09734022258
1458	0.09733460535
1459	0.09732951481
1460	0.09731472063
1461	0.09728021312
1462	0.09727581877
1463	0.09725462317
1464	0.09725082603
1465	0.09724650928
1466	0.09723371397
1467	0.09722433593
1468	0.09720156983
1469	0.09719081039
1470	0.09718380085
1471	0.09717433946
1472	0.09717009649
1473	0.09715763339
1474	0.09714408056
1475	0.09713176639
1476	0.0971269318
1477	0.09709312443
1478	0.09708774025
1479	0.09707748667
1480	0.09706690839
1481	0.09705416681
1482	0.0970487855
1483	0.0970445602
1484	0.09701725006
1485	0.0970135671
1486	0.09700205728
1487	0.0969686228
1488	0.09696444548
1489	0.09696040101
1490	0.09695161141
1491	0.09693369958
1492	0.09692373765
1493	0.09689097789
1494	0.09686172992
1495	0.09685304089
1496	0.09683651231
1497	0.09683244795
1498	0.09682776822
1499	0.09681344952
1500	0.0967923153
1501	0.09676622588
1502	0.09675867695
1503	0.09675466307
1504	0.09675071675
1505	0.09672906458
1506	0.09671983972
1507	0.09670947625
1508	0.09668963035
1509	0.09668268952
