iter	RMSE
1510	0.09667678244
1511	0.09667176036
1512	0.09666531664
1513	0.09664483334
1514	0.09664031617
1515	0.09662021717
1516	0.09660954695
1517	0.0966008882
1518	0.0965830091
1519	0.09657109405
1520	0.09656042544
1521	0.09655064029
1522	0.09653080076
1523	0.09651467015
1524	0.09650675501
1525	0.0964945157
1526	0.09647946607
1527	0.09647109594
1528	0.0964609511
1529	0.09645570577
1530	0.09644523684
1531	0.09643455804
1532	0.09642116221
1533	0.09640376724
1534	0.09639675308
1535	0.0963917634
1536	0.09637897846
1537	0.09637287541
1538	0.09634835102
1539	0.09633862091
1540	0.096333722
1541	0.09632624337
1542	0.09631789017
1543	0.09631027092
1544	0.09630027422
1545	0.09629627352
1546	0.09628641921
1547	0.09627401617
1548	0.09626523916
1549	0.09625378197
1550	0.09625142304
1551	0.09624876739
1552	0.09623772746
1553	0.0962295859
1554	0.09620897414
1555	0.09620054907
1556	0.09619125142
1557	0.09618204468
1558	0.09616831101
1559	0.09616047855
1560	0.09613568258
1561	0.09612407959
1562	0.09612015305
1563	0.09610437767
1564	0.09610011058
1565	0.09609415391
1566	0.09608876543
1567	0.09607883743
1568	0.096067995
1569	0.09605500923
1570	0.09604091628
1571	0.0960390559
1572	0.09603542797
1573	0.09600564002
1574	0.09598764328
1575	0.09598279085
1576	0.09597321083
1577	0.09597030941
1578	0.09596086327
1579	0.09595174692
1580	0.09594287441
1581	0.09593958932
1582	0.09592288569
1583	0.09591234661
1584	0.09590756517
1585	0.09589830636
1586	0.09588875018
1587	0.09588323374
1588	0.09587594085
1589	0.09586853433
1590	0.09586119966
1591	0.09585447209
1592	0.09583519078
1593	0.09581641935
1594	0.09580974143
1595	0.09580589905
1596	0.09578328237
1597	0.09577606078
1598	0.09577110275
1599	0.09576326186
1600	0.09575697618
1601	0.09575160215
1602	0.0957443709
1603	0.09573490691
1604	0.09571505363
1605	0.09571068155
1606	0.09570628281
1607	0.09570021995
1608	0.09569736414
1609	0.09568560503
1610	0.0956809829
1611	0.09567263055
1612	0.09566172427
1613	0.09564368405
1614	0.09563798433
1615	0.09563439258
1616	0.09562561139
1617	0.09562163017
1618	0.09561241994
1619	0.09559465623
1620	0.0955863221
1621	0.09558115918
1622	0.09557746537
1623	0.09556727116
1624	0.0955650271
1625	0.09555520071
1626	0.09554673753
1627	0.09554274821
1628	0.09554002719
1629	0.09552984028
1630	0.09552344225
1631	0.09551778248
1632	0.09551103999
1633	0.09550621834
1634	0.09550533847
1635	0.09550188361
1636	0.09549057119
1637	0.09548149049
1638	0.09547884382
1639	0.09547046948
1640	0.09546179228
1641	0.09545335665
1642	0.09542526331
1643	0.09540480806
1644	0.09538472066
1645	0.09537256244
1646	0.09535473629
1647	0.09532696507
1648	0.09531671674
1649	0.09530862727
1650	0.09530358029
1651	0.09529975559
1652	0.09529587495
1653	0.09527748429
1654	0.09527065237
1655	0.09526391527
1656	0.09525409274
1657	0.09524788679
1658	0.0952397049
1659	0.09523490181
1660	0.09521454868
1661	0.09520948453
1662	0.09520678692
1663	0.09519878823
1664	0.09519316253
1665	0.09517285993
1666	0.09516423565
1667	0.09515742165
1668	0.09514017757
1669	0.09513673742
1670	0.0951322741
1671	0.09512876538
1672	0.09511555162
1673	0.09510169871
1674	0.09508830783
1675	0.09507926593
1676	0.09507556388
1677	0.09506827494
1678	0.09505927927
1679	0.09505597504
1680	0.09503902946
1681	0.09503395915
1682	0.09503091748
1683	0.09502633367
1684	0.09501683364
1685	0.09500121524
1686	0.09499013665
1687	0.0949783244
1688	0.09497477539
1689	0.09497036913
1690	0.09495717438
1691	0.09494543553
1692	0.09494148475
1693	0.09493759305
1694	0.09493558027
1695	0.09492086016
1696	0.09491666968
1697	0.09490870547
1698	0.09490460726
1699	0.09489770743
1700	0.0948888589
1701	0.09488686833
1702	0.09487748547
1703	0.09486371643
1704	0.09485839461
1705	0.09485461598
1706	0.09484571826
1707	0.09481946468
1708	0.09481229459
1709	0.0948057547
1710	0.09479910892
1711	0.09479143357
1712	0.09478180081
1713	0.0947786349
1714	0.0947732243
1715	0.09475739006
1716	0.09475064655
1717	0.09474760508
1718	0.09473746233
1719	0.09471600163
1720	0.09470747897
1721	0.094685199
1722	0.09467941086
1723	0.09466858661
1724	0.09465466328
1725	0.09465126514
1726	0.09463962982
1727	0.09463420482
1728	0.09463340655
1729	0.09462541858
1730	0.09460182985
1731	0.09459767709
1732	0.09459029304
1733	0.09458617591
1734	0.09458199204
1735	0.09457608578
1736	0.09455790891
1737	0.09455106574
1738	0.09454179032
1739	0.0945304327
1740	0.09452829395
1741	0.09450869527
1742	0.09450093426
1743	0.09449247623
1744	0.09448889192
1745	0.09448119574
1746	0.09447345464
1747	0.09446486421
1748	0.09445583293
1749	0.09444901074
1750	0.09444313354
1751	0.09442624562
1752	0.09441551584
1753	0.09441234387
1754	0.09440523808
1755	0.09438914959
1756	0.09438643438
1757	0.09437759045
1758	0.09437394081
1759	0.09436687815
1760	0.0943452693
1761	0.09434211769
1762	0.09432958599
1763	0.09432619568
1764	0.09431597049
1765	0.094307266
1766	0.09429869345
1767	0.09429293589
1768	0.09428683521
1769	0.09427916863
1770	0.09427302515
1771	0.09426624003
1772	0.09425272689
1773	0.09424759793
1774	0.09423035078
1775	0.09421570988
1776	0.09421467136
1777	0.094210587
1778	0.09420110366
1779	0.09418314208
1780	0.09417983001
1781	0.09417317951
1782	0.09416023771
1783	0.09415817444
1784	0.09414830522
1785	0.09414311088
1786	0.09412752745
1787	0.09412132735
1788	0.09411693055
1789	0.09410764133
1790	0.09410077801
1791	0.0940969661
1792	0.09409453074
1793	0.09409245744
1794	0.09409043544
1795	0.09408213605
1796	0.0940685021
1797	0.09406430421
1798	0.09406321645
1799	0.09406030822
1800	0.09405355753
1801	0.09404520149
1802	0.09403845094
1803	0.09402138902
1804	0.09400759476
1805	0.0940045874
1806	0.09399969945
1807	0.0939927144
1808	0.09398840584
1809	0.09398456006
1810	0.09397769888
1811	0.09396886684
1812	0.09396610171
1813	0.09395466987
1814	0.09395334958
1815	0.09394750944
1816	0.09394169457
1817	0.09393429237
1818	0.09393319217
1819	0.09393210895
1820	0.09392691721
1821	0.09392235912
1822	0.0939155097
1823	0.09391487546
1824	0.09391425933
1825	0.09390946868
1826	0.09388492844
1827	0.09388387579
1828	0.09387465454
1829	0.09387224755
1830	0.09385047354
1831	0.09383164853
1832	0.09382984949
1833	0.09382663966
1834	0.09382609979
1835	0.09381759191
1836	0.09381664071
1837	0.09381643971
1838	0.09380358755
1839	0.09378028384
1840	0.09376792265
1841	0.09375075353
1842	0.09373584159
1843	0.09372965952
1844	0.09372789355
1845	0.09371968164
1846	0.09371126564
1847	0.09370437399
1848	0.09369930379
1849	0.09369352247
1850	0.09368667696
1851	0.0936812732
1852	0.09367575801
1853	0.09367235857
1854	0.09365634684
1855	0.09365342192
1856	0.09364741543
1857	0.09364402694
1858	0.09364345358
1859	0.09363371838
1860	0.09361909242
1861	0.09360765083
1862	0.09358957783
1863	0.09358042729
1864	0.09357685969
1865	0.09356910141
1866	0.09356353291
1867	0.09355551399
1868	0.09354503823
1869	0.09354380235
1870	0.09354084235
1871	0.09353152944
1872	0.09350872319
1873	0.09350443191
1874	0.09348885303
1875	0.09347109891
1876	0.09346489573
1877	0.09346363155
1878	0.09346098809
1879	0.09345367927
1880	0.09345240905
1881	0.09345127002
1882	0.09343961548
1883	0.09343790129
1884	0.09343493035
1885	0.09342898875
1886	0.09342861819
1887	0.09342810126
1888	0.09342607472
1889	0.09341853828
1890	0.09341062518
1891	0.09340106386
1892	0.09339733911
1893	0.09339092316
1894	0.0933892267
1895	0.09337551116
1896	0.09336793994
1897	0.09336560908
1898	0.09335213515
1899	0.09334413549
1900	0.09334253859
1901	0.09334156882
1902	0.09333592476
1903	0.09333321126
1904	0.09332724131
1905	0.09331006391
1906	0.0933042659
1907	0.09330370744
1908	0.09330004972
1909	0.09328453597
1910	0.09327980906
1911	0.09327690448
1912	0.09327623835
1913	0.09326921888
1914	0.09326301732
1915	0.0932624651
1916	0.09325758458
1917	0.09323628619
1918	0.09323130001
1919	0.09322486282
1920	0.09321478258
1921	0.09319925795
1922	0.09317933393
1923	0.0931787863
1924	0.09317396606
1925	0.09316137955
1926	0.09315317198
1927	0.09314473766
1928	0.09313141312
1929	0.09312800888
1930	0.0931270578
1931	0.09311954213
1932	0.09311890455
1933	0.09311078348
1934	0.09309356495
1935	0.09307694321
1936	0.0930568228
1937	0.09304855191
1938	0.09303974853
1939	0.0930251575
1940	0.09301922016
1941	0.09301518813
1942	0.09300541072
1943	0.09300487683
1944	0.09299611399
1945	0.09298557104
1946	0.09296473342
1947	0.09296382132
1948	0.09296257945
1949	0.09296224282
1950	0.09295721772
1951	0.09295044109
1952	0.09293703691
1953	0.09293483753
1954	0.09292961463
1955	0.09290803731
1956	0.09289606786
1957	0.09287759647
1958	0.09285685397
1959	0.09285555882
1960	0.09285485514
1961	0.09284696899
1962	0.09283450628
1963	0.09282507713
1964	0.09281900553
1965	0.09281070402
1966	0.0928090288
1967	0.0928084097
1968	0.09280266547
1969	0.09279722963
1970	0.09279001463
1971	0.09278617997
1972	0.09277032406
1973	0.09276815712
1974	0.09276632773
1975	0.09275388762
1976	0.09274729617
1977	0.09274456294
1978	0.09274238205
1979	0.09274195782
1980	0.09273663688
1981	0.09272256327
1982	0.09271997385
1983	0.09270752349
1984	0.09269814295
1985	0.09269625126
1986	0.09269122386
1987	0.09268531143
1988	0.09267999629
1989	0.09265983539
1990	0.09265518448
1991	0.09265468657
1992	0.09264436751
1993	0.09263761299
1994	0.09263117106
1995	0.09262426096
1996	0.09262264293
1997	0.09260306041
1998	0.09259365863
1999	0.09257314581
2000	0.09255542738
2001	0.09254656192
2002	0.09252760112
2003	0.09252473105
2004	0.09251869474
2005	0.09251078378
2006	0.09249422118
2007	0.09248689219
2008	0.09248487492
2009	0.09247853186
2010	0.09247328773
2011	0.09247129419
2012	0.0924621758
2013	0.09244815718
2014	0.09244396579
2015	0.09243220901
2016	0.09242973388
2017	0.09242318954
2018	0.09240624109
2019	0.09240455702
2020	0.09239969129
2021	0.09239741701
2022	0.09239625856
2023	0.09238971938
2024	0.09238069438
2025	0.09237984592
2026	0.0923612471
2027	0.09235578696
2028	0.09235413056
2029	0.09234217409
2030	0.0923226863
2031	0.09232006481
2032	0.09230864567
2033	0.09229228254
2034	0.09228357447
2035	0.09228298237
2036	0.09227487837
2037	0.09226723456
2038	0.09225247976
2039	0.09224541043
2040	0.09223706364
2041	0.09222942179
2042	0.09220867436
2043	0.09220815347
2044	0.09220196852
2045	0.09220031114
2046	0.0921881084
2047	0.09218535175
2048	0.09218305198
2049	0.09218200422
2050	0.09217932444
2051	0.09217389961
2052	0.09216850658
2053	0.09216101081
2054	0.09215315566
2055	0.09214611271
2056	0.0921386227
2057	0.09212970732
2058	0.09212908264
2059	0.09211604657
2060	0.09209607208
2061	0.09209098923
2062	0.09208559193
2063	0.09208467458
2064	0.09208200319
2065	0.09207822771
2066	0.09207019142
2067	0.09206809318
2068	0.09205826176
2069	0.0920414486
2070	0.09203708551
2071	0.09203185952
2072	0.09202414759
2073	0.0920127565
2074	0.09199957307
2075	0.09199693304
2076	0.09198429101
2077	0.09196671094
2078	0.09196435744
2079	0.09194586481
2080	0.09192408603
2081	0.09191894962
2082	0.09191633173
2083	0.09190858131
2084	0.09190084148
2085	0.09190057313
2086	0.09189315793
2087	0.0918922279
2088	0.09188988331
2089	0.09188280971
2090	0.0918791169
2091	0.09187209963
2092	0.09187040631
2093	0.09186290913
2094	0.09185698832
2095	0.09184953998
2096	0.09183466938
2097	0.09182554821
2098	0.09181882037
2099	0.09181145304
2100	0.09180587478
2101	0.09180174737
2102	0.09178465111
2103	0.09178377532
2104	0.0917764823
2105	0.09176878765
2106	0.09175036058
2107	0.09174430311
2108	0.09173636735
2109	0.09173083068
2110	0.0917227395
2111	0.091717445
2112	0.09171517385
2113	0.09170494312
2114	0.09169738199
2115	0.09169089975
2116	0.09168836066
2117	0.09168149734
2118	0.09166471907
2119	0.09166416595
2120	0.09165490213
2121	0.0916425331
2122	0.09163543561
2123	0.09162897894
2124	0.09162064929
2125	0.09161952397
2126	0.09161817875
2127	0.09161612263
2128	0.09160908333
2129	0.09160883186
2130	0.09160385824
2131	0.09159772518
2132	0.09157665602
2133	0.09157523903
2134	0.09157018994
2135	0.0915579953
2136	0.09154887525
2137	0.09154666742
2138	0.09153026059
2139	0.09152367173
2140	0.09152331865
2141	0.09151553316
2142	0.09150970563
2143	0.09150916512
2144	0.09150534525
2145	0.09149096051
2146	0.0914905718
2147	0.09149007817
2148	0.09148240304
2149	0.09148204327
2150	0.09147905361
2151	0.09147364453
2152	0.09146171777
2153	0.09145376785
2154	0.09144654941
2155	0.09144203001
2156	0.09143532495
2157	0.09143146542
2158	0.09142746849
2159	0.09142166955
2160	0.09140384581
2161	0.09139868672
2162	0.09138577552
2163	0.09137919782
2164	0.09137841503
2165	0.09136707144
2166	0.0913543491
2167	0.09134673176
2168	0.09134269805
2169	0.09134233411
2170	0.09132491713
2171	0.09131528932
2172	0.09130314495
2173	0.09129790636
2174	0.09127694048
2175	0.09127102297
2176	0.09127026246
2177	0.09126226852
2178	0.0912562461
2179	0.09125196816
2180	0.09124048327
2181	0.09123106
2182	0.0912244159
2183	0.09122128089
2184	0.09121614362
2185	0.09121524688
2186	0.09121020205
2187	0.0912062986
2188	0.09120299578
2189	0.09120144604
2190	0.09120091467
2191	0.09119032145
2192	0.09118532027
2193	0.09118502366
2194	0.09117797754
2195	0.09117370313
2196	0.09116524106
2197	0.09115955746
2198	0.09115910311
2199	0.0911579993
2200	0.0911468657
2201	0.09114026736
2202	0.09113516984
2203	0.09113299262
2204	0.09112962339
2205	0.09112346936
2206	0.09111746093
2207	0.09111551499
2208	0.09111248158
2209	0.09110542539
2210	0.09110002515
2211	0.0910939453
2212	0.09108913526
2213	0.09108217086
2214	0.09108000953
2215	0.09106006652
2216	0.09105248852
2217	0.09104906887
2218	0.09104309092
2219	0.09103305063
2220	0.09102766046
2221	0.09102612973
2222	0.091023177
2223	0.09101594266
2224	0.09100937034
2225	0.09100825944
2226	0.09100731402
2227	0.09100405946
2228	0.09100292376
2229	0.09100180385
2230	0.09099551862
2231	0.09098931634
2232	0.09098747975
2233	0.09098390355
2234	0.0909776209
2235	0.09097208586
2236	0.09096417741
2237	0.09095916342
2238	0.0909548873
2239	0.0909516889
2240	0.09094337631
2241	0.09094126403
2242	0.09094056922
2243	0.09093433535
2244	0.09092738288
2245	0.0909198942
2246	0.09091947077
2247	0.09091884272
2248	0.09091858278
2249	0.09091352566
2250	0.09090674601
2251	0.09089869458
2252	0.09089830994
2253	0.09089635359
2254	0.09089453929
2255	0.09088633005
2256	0.09088352416
2257	0.09088268459
2258	0.09088066743
2259	0.0908802518
2260	0.09087374814
2261	0.0908700052
2262	0.09086652253
2263	0.09086217667
2264	0.09085601494
2265	0.09085153407
2266	0.09084507379
2267	0.09082135932
2268	0.0908154161
2269	0.09081080906
2270	0.09080849189
2271	0.090803576
2272	0.09079973477
2273	0.09079554267
2274	0.09079266865
2275	0.0907769794
2276	0.09077088417
2277	0.09076902359
2278	0.09075925965
2279	0.09075560437
2280	0.09075389087
2281	0.09075187432
2282	0.09073758772
2283	0.09072663439
2284	0.09072153567
2285	0.0907212732
2286	0.09071470252
2287	0.0907079868
2288	0.09069948549
2289	0.09068463842
2290	0.09068244341
2291	0.09068209805
2292	0.09067554222
2293	0.09067112953
2294	0.09066614383
2295	0.09065854629
2296	0.09065815807
2297	0.09065794704
2298	0.09065377027
2299	0.0906430116
2300	0.09063604554
2301	0.09062959016
2302	0.09062755659
2303	0.09062717451
2304	0.09062087375
2305	0.09061249544
2306	0.09061135111
2307	0.09060854894
2308	0.09060704477
2309	0.0906049115
2310	0.09059928696
2311	0.09059292492
2312	0.09058810411
2313	0.09058711426
2314	0.09058672955
2315	0.09058004332
2316	0.09057412061
2317	0.09056587025
2318	0.09056004482
2319	0.09055514669
2320	0.09055292179
2321	0.09055265756
2322	0.09054730997
2323	0.09054284955
2324	0.09054161529
2325	0.09053494937
2326	0.09052283379
2327	0.0905147941
2328	0.09051250722
2329	0.09049638842
2330	0.09047711455
2331	0.09046073264
2332	0.09045550271
2333	0.09044187757
2334	0.0904286561
2335	0.09042821803
2336	0.09041799584
2337	0.09040161041
2338	0.09039978692
2339	0.09039302238
2340	0.09038854093
2341	0.09038342161
2342	0.09037864256
2343	0.09037763677
2344	0.09037575529
2345	0.09036352209
2346	0.09036090092
2347	0.0903526414
2348	0.09035031308
2349	0.09034848221
2350	0.09033440959
2351	0.09032819257
2352	0.09031855698
2353	0.09031154515
2354	0.09030806248
2355	0.09030271436
2356	0.09029979565
2357	0.09029192849
2358	0.0902820792
2359	0.09027520073
2360	0.09027252484
2361	0.09026837023
2362	0.09026624176
2363	0.09026365168
2364	0.09025945158
2365	0.09025687647
2366	0.09025471945
2367	0.09024646011
2368	0.09023646773
2369	0.09023021734
2370	0.09021548908
2371	0.09020304547
2372	0.09020044886
2373	0.09019659331
2374	0.09018365615
2375	0.09018070701
2376	0.09017291404
2377	0.09016732202
2378	0.09016368716
2379	0.09015961031
2380	0.09015213938
2381	0.09014859449
2382	0.09013861026
2383	0.09013724957
2384	0.09013388367
2385	0.09012752466
2386	0.09012288454
2387	0.09011838468
2388	0.0901132639
2389	0.09011136983
2390	0.0901097431
2391	0.09010711708
2392	0.09008507475
2393	0.09008177871
2394	0.09007790154
2395	0.0900753044
2396	0.09006559621
2397	0.09006521364
2398	0.0900589428
2399	0.09005874389
2400	0.09005053711
2401	0.09004845506
2402	0.09004466487
2403	0.09004426404
2404	0.09004395411
2405	0.09004020612
2406	0.09003983626
2407	0.09003843158
2408	0.09003205125
2409	0.09001855202
2410	0.0900158514
2411	0.09001329765
2412	0.0900103117
2413	0.09000300031
2414	0.08999939426
2415	0.08999616611
2416	0.08999299887
2417	0.08998826284
2418	0.08997372838
2419	0.08997348706
2420	0.08996719376
2421	0.08996429933
2422	0.08996402096
2423	0.08996249602
2424	0.08995960382
2425	0.08995188145
2426	0.08995176048
2427	0.08994479484
2428	0.08993752302
2429	0.08993542335
2430	0.089933133
2431	0.08992773198
2432	0.08992385727
2433	0.089919783
2434	0.08991793363
2435	0.08991185607
2436	0.08990852782
2437	0.08990524899
2438	0.08989895901
2439	0.08989592293
2440	0.08989349799
2441	0.08988639666
2442	0.08987924553
2443	0.08987793575
2444	0.08987182746
2445	0.08986675713
2446	0.0898515234
2447	0.0898464201
2448	0.0898425818
2449	0.08983696893
2450	0.08983392055
2451	0.08983247223
2452	0.08982918551
2453	0.08982597775
2454	0.08982525385
2455	0.0898182933
2456	0.08980929775
2457	0.08980414885
2458	0.08979856505
2459	0.08979243201
2460	0.08979153099
2461	0.08978329843
2462	0.08976907785
2463	0.089768199
2464	0.08976145673
2465	0.0897560497
2466	0.08975100171
2467	0.08974825318
2468	0.08974441029
2469	0.0897412047
2470	0.08974065297
2471	0.0897397681
2472	0.08973480262
2473	0.08972938171
2474	0.08972918363
2475	0.08972603188
2476	0.08971250172
2477	0.0897088047
2478	0.08970677216
2479	0.08970111834
2480	0.08968274941
2481	0.08967280165
2482	0.08966805554
2483	0.08965675962
2484	0.08965652367
2485	0.08964978603
2486	0.08964793031
2487	0.08963867971
2488	0.0896366137
2489	0.08963163556
2490	0.08962010021
2491	0.08961585619
2492	0.08961381803
2493	0.08961073709
2494	0.08960495058
2495	0.08959831483
2496	0.08959442082
2497	0.08959408976
2498	0.08959023717
2499	0.08958364821
2500	0.08956838069
2501	0.08956243177
2502	0.08955812926
2503	0.0895524498
2504	0.08954760501
2505	0.08954320539
2506	0.08953728136
2507	0.08952266413
2508	0.08951628679
2509	0.08951600619
2510	0.08950693456
2511	0.08950422871
2512	0.08949979723
2513	0.08949303789
2514	0.08948613556
2515	0.08948135185
2516	0.08947820324
2517	0.08947550787
2518	0.0894701633
2519	0.08946425192
2520	0.08946406843
2521	0.08946378139
2522	0.08946171348
2523	0.08945729683
2524	0.08945387509
2525	0.08945144991
2526	0.08945120292
2527	0.08944593613
2528	0.08944024948
2529	0.08943337535
2530	0.08943024888
2531	0.08942728315
2532	0.08942180212
2533	0.08940840342
2534	0.08940635693
2535	0.08940117045
2536	0.08939917584
2537	0.08939727826
2538	0.08939093814
2539	0.0893855566
2540	0.08938473598
2541	0.08937997309
2542	0.0893783099
2543	0.08937534327
2544	0.08936219237
2545	0.08935996051
2546	0.08935690691
2547	0.08935515982
2548	0.0893541431
2549	0.08935411088
2550	0.08934347763
2551	0.08934166537
2552	0.08933854694
2553	0.08933437895
2554	0.08933275008
2555	0.08932567998
2556	0.0893215233
2557	0.08931598719
2558	0.08931090292
2559	0.08930539208
2560	0.08930458637
2561	0.08930177961
2562	0.08930056395
2563	0.0892971896
2564	0.08928841903
2565	0.08928456296
2566	0.08927897439
2567	0.08927194794
2568	0.08925974137
2569	0.08925665665
2570	0.08925034244
2571	0.08924598411
2572	0.08922962405
2573	0.08922496747
2574	0.08922341552
2575	0.08921798804
2576	0.08921576261
2577	0.08920201451
2578	0.08919681215
2579	0.08919446768
2580	0.08919176372
2581	0.08918329071
2582	0.08918094092
2583	0.08917567073
2584	0.08917227249
2585	0.08916871799
2586	0.08916812749
2587	0.08916150168
2588	0.08915616873
2589	0.08915357744
2590	0.08914817719
2591	0.08914110808
2592	0.08913822254
2593	0.08913136334
2594	0.08912756974
2595	0.0891269861
2596	0.08912389871
2597	0.08912067536
2598	0.08911959601
2599	0.08911324892
2600	0.0891045737
2601	0.08910434918
2602	0.08909913804
2603	0.08909332433
2604	0.08908854795
2605	0.08908680032
2606	0.0890864816
2607	0.08908436316
2608	0.0890800434
2609	0.08907749391
2610	0.08907420965
2611	0.08906050582
2612	0.0890550272
2613	0.08904649606
2614	0.08904306073
2615	0.08903680285
2616	0.08903546896
2617	0.08902427874
2618	0.08901900788
2619	0.08901503614
2620	0.0890117884
2621	0.08900175945
2622	0.08900159754
2623	0.08900095799
2624	0.08899604692
2625	0.08899323549
2626	0.08898654988
2627	0.08898435418
2628	0.08898011026
2629	0.0889766853
2630	0.08897435891
2631	0.08896956411
2632	0.08896534339
2633	0.08896138469
2634	0.08896130901
2635	0.08895495356
2636	0.08895173108
2637	0.08895024576
2638	0.08894184722
2639	0.08893610662
2640	0.08893060563
2641	0.08892819574
2642	0.08892209811
2643	0.08891694143
2644	0.08891421322
2645	0.08890092036
2646	0.08888068497
2647	0.08887490338
2648	0.08886153015
2649	0.08885708249
2650	0.08885206265
2651	0.08885123573
2652	0.0888464921
2653	0.08884501388
2654	0.08883937057
2655	0.08883399548
2656	0.08883377747
2657	0.08882130904
2658	0.08881769468
2659	0.08881255033
2660	0.08880866501
2661	0.08880225549
2662	0.0888019885
2663	0.08879642456
2664	0.08879616827
2665	0.08879135251
2666	0.08878600492
2667	0.08877462888
2668	0.0887618329
2669	0.08876036883
2670	0.08875480927
2671	0.08874353342
2672	0.08873842784
2673	0.08873386122
2674	0.0887304321
2675	0.08873025306
2676	0.08872490697
2677	0.08872306298
2678	0.08871976367
2679	0.08871477802
2680	0.08871090571
2681	0.08870848126
2682	0.08870845326
2683	0.08870417974
2684	0.08870129151
2685	0.0886955371
2686	0.08869306472
2687	0.08869207899
2688	0.08869017071
2689	0.08867542153
2690	0.08866578293
2691	0.08865927084
2692	0.08865481647
2693	0.08864618451
2694	0.08864245174
2695	0.08863887865
2696	0.08863741108
2697	0.0886333178
2698	0.08863112577
2699	0.08863033782
2700	0.08862663387
2701	0.08862586359
2702	0.08862507139
2703	0.08862151606
2704	0.08862011402
2705	0.08861990857
2706	0.0886167289
2707	0.08861166129
2708	0.08860747573
2709	0.08860116824
2710	0.08859657217
2711	0.08859518803
2712	0.08859417694
2713	0.08858969786
2714	0.08858937036
2715	0.088587254
2716	0.08858647191
2717	0.08858501943
2718	0.08858491576
2719	0.0885754758
2720	0.08857028194
2721	0.08856592799
2722	0.08856197509
2723	0.0885537735
2724	0.08854894329
2725	0.08854661305
2726	0.08854593664
2727	0.08854058995
2728	0.08853308445
2729	0.08852931365
2730	0.08852359553
2731	0.08852265381
2732	0.08852241459
2733	0.08851847033
2734	0.08851798955
2735	0.08851471887
2736	0.08851098804
2737	0.08849546854
2738	0.08849281715
2739	0.08848641969
2740	0.08848158541
2741	0.0884767527
2742	0.0884759889
2743	0.08847290305
2744	0.08846731895
2745	0.08846085124
2746	0.08845608863
2747	0.08845530543
2748	0.08844927554
2749	0.0884470374
2750	0.08844226485
2751	0.08843805288
2752	0.08843615895
2753	0.08843416948
2754	0.08842930179
2755	0.08842306507
2756	0.08841749128
2757	0.08841442727
2758	0.08841356418
2759	0.08841115596
2760	0.08840569971
2761	0.08839804727
2762	0.08839479796
2763	0.08838709496
2764	0.08838122215
2765	0.08837359796
2766	0.08837241009
2767	0.08836800938
2768	0.08836562032
2769	0.08835880165
2770	0.08835032204
2771	0.08834535559
2772	0.08833719949
2773	0.08833258401
2774	0.08832726784
2775	0.08832404684
2776	0.08832197726
2777	0.0883194236
2778	0.0883152924
2779	0.08830911612
2780	0.08829955819
2781	0.08829844126
2782	0.08829556096
2783	0.08829127471
2784	0.08828411647
2785	0.088283827
2786	0.08828308233
2787	0.08827869322
2788	0.088274166
2789	0.0882691949
2790	0.08826385858
2791	0.08825480859
2792	0.08825285575
2793	0.08825052245
2794	0.08824942564
2795	0.08824724702
2796	0.08824239785
2797	0.08824087992
2798	0.08822366487
2799	0.08821201464
2800	0.08821028181
2801	0.0881972192
2802	0.08819389155
2803	0.08819057315
2804	0.08818531094
2805	0.08818238958
2806	0.0881758726
2807	0.08817154948
2808	0.08817081855
2809	0.08816644917
2810	0.08816616611
2811	0.08816427176
2812	0.08816184754
2813	0.08815933907
2814	0.08815713926
2815	0.0881543018
2816	0.08814949438
2817	0.08814930227
2818	0.08814673599
2819	0.08814139973
2820	0.08813523977
2821	0.08813038421
2822	0.08812887435
2823	0.08812578712
2824	0.08812356192
2825	0.0881163151
2826	0.088114631
2827	0.08811123793
2828	0.08810868196
2829	0.08810554443
2830	0.08810425023
2831	0.08810386551
2832	0.0880990555
2833	0.08809753259
2834	0.08809343346
2835	0.08809067796
2836	0.0880839059
2837	0.08808084198
2838	0.08807642595
2839	0.08806357138
2840	0.08805812874
2841	0.08804928232
2842	0.08804624237
2843	0.08804431151
2844	0.08804309154
2845	0.08803991529
2846	0.08803452883
2847	0.08802913976
2848	0.0880265251
2849	0.08802577833
2850	0.08802119741
2851	0.08801728409
2852	0.088016248
2853	0.08801340644
2854	0.08801035043
2855	0.08800001503
2856	0.08799472994
2857	0.08799456008
2858	0.08798180304
2859	0.08797525879
2860	0.0879712574
2861	0.0879699239
2862	0.08796542789
2863	0.08795839916
2864	0.08795813234
2865	0.08795522442
2866	0.08795162146
2867	0.08794871231
2868	0.08793966379
2869	0.08793836406
2870	0.08792859728
2871	0.08792760121
2872	0.08792309841
2873	0.08792194452
2874	0.08791678663
2875	0.08791613063
2876	0.08791088563
2877	0.08791033765
2878	0.08790792497
2879	0.08789259832
2880	0.08788734121
2881	0.0878837467
2882	0.08788255999
2883	0.08787980782
2884	0.08787769348
2885	0.08787573392
2886	0.0878753793
2887	0.08786433763
2888	0.08786139276
2889	0.08784848991
2890	0.08784812455
2891	0.08784078183
2892	0.08784047013
2893	0.08783842843
2894	0.08783327354
2895	0.08783024587
2896	0.08781958484
2897	0.08781739428
2898	0.08781673879
2899	0.08780744482
2900	0.08780274398
2901	0.08779829917
2902	0.08779309932
2903	0.08778727036
2904	0.08778046058
2905	0.08777975757
2906	0.08777659149
2907	0.08777366043
2908	0.08777266898
2909	0.08777105718
